0,1,2,3,4,5
Grinnell,355,343,698,122,1st
Alex Plemmons,87,85,172,28,2nd
Hailey Speck,86,87,173,29,3rd
Elizabeth Burnett#,88,87,175,31,t-4th
Stephanie Spahr,93,83,176,32,t-6th
Mallory Messin,89,88,177,33,t-9th
Natalie Klee#,89,92,181,37,t-16th
Kayleigh Kresse,94,93,187,43,t-24th
