0,1,2,3,4,5
Grinnell College,349,342,691,115,1st
Alex Plemmons,86,82,168,24,t-2nd
Kayleigh Kresse#,82,87,169,25,t-4th
Stephanie Spahr,85,87,172,28,7th
Mallory Messin,89,85,174,30,8th
Natalie Klee#,89,88,177,33,t-9th
Hailey Speck,89,88,177,33,t-9th
Elizabeth Burnett,95,99,194,50,25th
