Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 4, 2006 (Saturday)",,Home,Northwestern,98th Street Club,,,"W,9-0",
"February 11, 2006 (Saturday)",,Away,St. Olaf,Owatonna TC,,,"L,3-6",
"March 4, 2006 (Saturday)",,Home,Hamline,98th Street Club,,,"L,0-9",
"March 6, 2006 (Monday)",,Away,St. Thomas,St. Paul,,,"L,2-7",
"March 12, 2006 (Sunday)",,Away,Westminster (Mo.),"Hilton Head, S.C.",,,"W,7-2",
"March 12, 2006 (Sunday)",,Away,Defiance (Ohio),"Hilton Head, S.C.",,,"W,6-3",
"March 13, 2006 (Monday)",,Away,Nazareth (N.Y.),"Hilton Head, S.C.",,,"W,4-3",
"March 14, 2006 (Tuesday)",,Away,Greenville (Ill.),"Hilton Head, S.C.",,,"W,8-1",
"March 15, 2006 (Wednesday)",,Away,Concorida (Wis.),"Hilton Head, S.C.",,,"W,6-1",
"March 15, 2006 (Wednesday)",,Away,Farleigh Dickinson (N.J.),"Hilton Head, S.C.",,,"L,4-5",
"March 18, 2006 (Saturday)",,Home,Martin Luther,98th Street Club,,,"W,9-0",
"March 24, 2006 (Friday)",,Away,Concordia- Moorhead,Moorhead,,,"L,2-7",
"April 1, 2006 (Saturday)",,Home,Dordt (Ia.),Bethel (St. Paul),,,"W,8-1",
"April 4, 2006 (Tuesday)",,Home,Bethel,Macalester,,,"L,3-6",
"April 12, 2006 (Wednesday)",,Home,Northwestern (Minn.),Macalester,,,"W,9-0",
"April 22, 2006 (Saturday)",,Away,Gustavus Adolphus,St. Peter,,,"L,0-9",
"April 23, 2006 (Sunday)",,Home,St. Mary's,Macalester,,,"L,2-7",
"April 24, 2006 (Monday)",,Away,St. John's,Collegeville,,,"L,2-7",
"April 26, 2006 (Wednesday)",,Home,Carleton,Macalester,,,"L,1-8",
"April 28, 2006 (Friday)",,Away,St. Olaf,Northfield (MIAC Tournament),,,"L,0-6",
"April 29, 2006 (Saturday)",,Away,Bethel,Northfield (MIAC Tournament),,,"L,4-5",
