Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2014 (Friday)",6 pm,Neutral,Dominican (Ill.),"Elmhurst, Ill.",,,"L,1-3",Box ScoreRecapPreview
"August 29, 2014 (Friday)",8 pm,Away,Elmhurst,,,,"L,2-3",Box ScoreRecapPreview
"August 30, 2014 (Saturday)",11 am,Neutral,Carthage,"Elmhurst, Ill.",,,"L,1-3",Box ScoreRecapPreviewLive stats
"August 30, 2014 (Saturday)",3 pm,Neutral,Spalding,"Elmhurst, Ill.",,,"W,3-1",Box ScoreRecapPreview
"September 3, 2014 (Wednesday)",5 pm,Neutral,Carroll (Wis.),"Elmhurst, Ill.",,,"W,3-0",Box ScoreRecap
"September 3, 2014 (Wednesday)",7 pm,Neutral,Benedictine (Ill.),"Elmhurst, Ill.",,,"W,3-0",Box ScoreRecap
"September 6, 2014 (Saturday)",4 pm,Neutral,Alma,"Holland, Mich.",,,"W,3-0",Box ScoreRecap
"September 6, 2014 (Saturday)",6 pm,Away,Hope,,,,"L,0-3",Box ScoreRecap
"September 9, 2014 (Tuesday)",7 pm,Home,Ill. Wesleyan,,,,"W,3-0",Box ScoreRecapPhotos
"September 12, 2014 (Friday)",6 pm,Neutral,Alma,"Kenosha, Wis.",,,"W,3-0",Box ScoreRecap
"September 12, 2014 (Friday)",8 pm,Neutral,Wis.-La Crosse,"Kenosha, Wis.",,,"W,3-1",Box ScoreRecap
"September 13, 2014 (Saturday)",10 am,Neutral,Edgewood,"Kenosha, Wis.",,,"W,3-1",Box ScoreRecap
"September 13, 2014 (Saturday)",2 pm,Neutral,Wis.-Eau Claire,"Kenosha, Wis.",,,"W,3-0",Box ScoreRecap
"September 16, 2014 (Tuesday)",7 pm,Away,Wheaton (Ill.),,,,"W,3-0",Box ScoreRecap
"September 19, 2014 (Friday)",2 pm,Neutral,Millikin,"Elmhurst, Ill.",,,"W,3-1",Box ScoreRecap
"September 19, 2014 (Friday)",6 pm,Neutral,Susquehanna,"Elmhurst, Ill.",,,"W,3-1",Box ScoreRecap
"September 20, 2014 (Saturday)",11 am,Neutral,Saint Benedict,"Elmhurst, Ill.",,,"W,3-0",Box ScoreRecapPreviewLive stats
"September 20, 2014 (Saturday)",3 pm,Neutral,Emory,"Elmhurst, Ill.",,,"L,2-3",Box ScoreRecapPreview
"September 26, 2014 (Friday)",4 pm,Home,Augustana (Ill.),,,,"W,3-0",Box ScoreRecapPhotos
"September 26, 2014 (Friday)",8 pm,Home,Carthage,,,,"L,2-3",Box ScoreRecapPhotos
"September 27, 2014 (Saturday)",10 am,Home,Chicago,,,,"L,0-3",RecapLive stats
"September 27, 2014 (Saturday)",4:40 pm,Home,Millikin,,,,"L,2-3",Box ScoreRecapLive stats
"October 4, 2014 (Saturday)",12 pm,Neutral,New York U.,"Atlanta, Ga.",,,"W,3-1",Box ScoreRecapPreview
"October 4, 2014 (Saturday)",2 pm,Neutral,Brandeis,"Atlanta, Ga.",,,"W,3-0",Box ScoreRecapPreview
"October 5, 2014 (Sunday)",12 pm,Neutral,Washington (Mo.),"Atlanta, Ga.",,,"W,3-1",Box ScoreRecapPreviewLive stats
"October 10, 2014 (Friday)",4 pm,Neutral,Saint Mary's (Minn.),"Naperville, Ill.",,,"L,1-3",Box ScoreRecap
"October 10, 2014 (Friday)",8 pm,Neutral,Wartburg,"Naperville, Ill.",,,"W,3-0",Box ScoreRecap
"October 18, 2014 (Saturday)",12:30 pm,Home,Carnegie Mellon,,,,"L,2-3",Box ScoreRecap
"October 18, 2014 (Saturday)",2:30 pm,Home,Case Western Reserve,,,,"L,1-3",Box ScoreRecap
"October 19, 2014 (Sunday)",10 am,Home,Rochester (N.Y.),,,,"W,3-0",Box ScoreRecap
"October 19, 2014 (Sunday)",3 pm,Home,Emory,,,,"L,1-3",Box ScoreRecap
"October 31, 2014 (Friday)",4 pm,Neutral,North Central (Ill.),"Lisle, Ill.",,,"W,3-0",Box ScoreRecap
"October 31, 2014 (Friday)",6 pm,Neutral,Bluffton,"Lisle, Ill.",,,"W,3-0",Box ScoreRecap
"November 1, 2014 (Saturday)",2 pm,Neutral,Dominican (Ill.),"Lisle, Ill.",,,"W,3-2",Box ScoreRecap
"November 1, 2014 (Saturday)",4 pm,Neutral,Elmhurst,"Lisle, Ill.",,,"W,3-0",Box ScoreRecap
"November 7, 2014 (Friday)",2 pm,Neutral,Case Western Reserve,"Pittsburgh, Pa.",,,"W,3-1",Box ScoreRecap
"November 7, 2014 (Friday)",4 pm,Neutral,Washington (Mo.),"Pittsburgh, Pa.",,,"W,3-0",Box ScoreRecap
"November 8, 2014 (Saturday)",1 pm,Neutral,Emory,"Pittsburgh, PA",,,"L,1-3",Box ScoreRecap
"November 13, 2014 (Thursday)",5:30 pm,Neutral,DePauw,"Kenosha, Wis.",,,"L,0-3",Box ScoreRecap
