School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Illinois Col.*^,15-1,.938,24-15-1,.612,L1,10-2,11-4-1,3-9
Grinnell*^,15-1,.938,29-14,.674,L1,9-1,9-9,11-4
Lake Forest*,12-4,.750,25-13-1,.654,L1,11-3-1,7-3,7-7
Cornell College*,9-7,.562,14-21,.400,L2,7-11,2-7,5-3
Knox,7-9,.438,13-23,.361,W1,4-8,7-5,2-10
Monmouth (IL),5-11,.312,13-27,.325,L6,5-9,2-10,6-8
Ripon,5-11,.312,14-24,.368,W1,6-8,2-8,6-8
Beloit,3-13,.188,11-27,.289,W2,8-8,2-10,1-9
Lawrence,1-15,.062,5-33,.132,L15,0-6,1-13,4-14
