School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Beloit,0-0,.000,8-5,.615,W1,0-0,0-0,8-5
Lake Forest,0-0,.000,9-7,.562,L1,0-0,0-0,9-7
Cornell College,0-0,.000,5-5,.500,L2,0-0,0-0,5-5
Illinois Col.,0-0,.000,3-9,.250,L1,0-0,0-0,3-9
Lawrence,0-0,.000,1-3,.250,L3,0-0,0-0,1-3
Monmouth (IL),0-0,.000,1-8,.111,L8,0-0,0-0,1-8
Grinnell,0-0,.000,0-0,.000,,0-0,0-0,0-0
St. Norbert College,0-0,.000,0-0,.000,,0-0,0-0,0-0
Knox,0-0,.000,0-4,.000,L4,0-0,0-0,0-4
Ripon,0-0,.000,0-4,.000,L4,0-0,0-0,0-4
