Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2015 (Tuesday)",7:00 PM,Home,Loras College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(14-25, 14-25, 19-25)",Box ScoreRecap
"September 9, 2015 (Wednesday)",7:00 PM,Home,Simpson College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(16-25, 16-25, 16-25)",Box ScoreRecap
"September 11, 2015 (Friday)",6:00 PM,Neutral,Carleton College,"St. Paul, MN",,,2015 ACM Tournament,"L,0-3(9-25, 10-25, 25-27)",Box ScoreRecap
"September 11, 2015 (Friday)",8:00 PM,Neutral,Luther College,"St. Paul, MN",,,2015 ACM Tournament,"L,0-3(9-25, 12-25, 19-25)",Box ScoreRecap
"September 13, 2015 (Sunday)",11:00 AM,Away,Macalester College,"St. Paul, MN",,,2015 ACM Tournament,"L,0-3(22-25, 16-25, 25-27)",Box ScoreRecap
"September 13, 2015 (Sunday)",1:00 PM,Neutral,St. Olaf College,"St. Paul, MN",,,2015 ACM Tournament,"L,1-3(13-25, 25-21, 18-25, 21-25)",Box ScoreRecap
"September 17, 2015 (Thursday)",7:00 PM,Home,Central College,"Grinnell, IA/Darby Gymnasium",,,,"L,2-3(16-25, 25-20, 20-25, 25-21, 5-15)",Box ScoreRecap
"September 19, 2015 (Saturday)",10:00 AM,Away,Illinois Wesleyan University,"Bloomington, IL",,,Illinois Wesleyan Invitational,"L,0-3(9-25, 16-25, 18-25)",Box ScoreRecap
"September 19, 2015 (Saturday)",Noon,Neutral,Aurora University,"Bloomington, IL",,,Illinois Wesleyan Invitational,"L,0-3(24-26, 15-25, 14-25)",Box ScoreRecap
"September 25, 2015 (Friday)",7:00 PM,Away,Lawrence University,"Appleton, WI",,,,"L,1-3(15-25, 21-25, 25-20, 18-25)",Box ScoreRecap
"September 26, 2015 (Saturday)",1:00 PM,Away,St. Norbert College,De Pere. WI,,,,"L,0-3(18-25, 23-25, 12-25)",Box ScoreRecap
"September 30, 2015 (Wednesday)",7:00 PM,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-3(17-25, 16-25, 10-25)",Box ScoreRecap
"October 3, 2015 (Saturday)",1:00 PM,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"L,1-3(24-26, 24-26, 25-23, 21-25)",Box ScoreRecap
"October 9, 2015 (Friday)",7:00 PM,Home,Carroll University,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(23-25, 18-25, 22-25)",Box ScoreRecap
"October 10, 2015 (Saturday)",1:00 PM,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(18-25, 18-25, 28-30)",Box ScoreRecap
"October 16, 2015 (Friday)",7:30 PM,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-3(16-25, 19-25, 13-25)",Box ScoreRecap
"October 17, 2015 (Saturday)",1:00 PM,Away,Beloit College,"Beloit, WI",,,,"W,3-1(23-25, 25-19, 25-21, 25-23)",Box ScoreRecap
"October 24, 2015 (Saturday)",8 a.m. (Central),Neutral,Centenary College (New Jersey),"New York, N.Y.",,,,"W,3-0(25-15, 25-6, 25-10)",Box ScoreRecap
"October 24, 2015 (Saturday)",10 a.m. (Central),Away,Hunter College,"New York, NY",,,,"L,2-3(19-25, 25-23, 27-25, 20-25, 12-15)",Box ScoreRecap
"October 30, 2015 (Friday)",7:30 PM,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(17-25, 19-25, 23-25)",Box ScoreRecap
"October 31, 2015 (Saturday)",1:00 PM,Away,Illinois College,"Jacksonville, IL",,,,"L,2-3(25-22, 22-25, 22-25, 25-13, 6-15)",Box ScoreRecap
