Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 4, 2023 (Saturday)",1 pm,Neutral,Saint Mary's University (Minn.),"Green Bay, WI/ Green Bay Tennis Center",,,"L,0-9",Recap
"February 4, 2023 (Saturday)",6:30 pm,Away,St. Norbert College,"Green Bay, WI/ Green Bay Tennis Center",,,"L,1-8",Recap
"February 5, 2023 (Sunday)",8 am,Home,Wartburg College,"Appleton, WI/ Fox Cities Racquet Club",,,"W,5-4",Recap
"February 11, 2023 (Saturday)",2:30 pm,Away,Milwaukee School of Engineering,"Racine, WI",,,"L,0-9",Recap
"February 18, 2023 (Saturday)",11 am,Away,Concordia University (Wis.),"Mequon, WI",,,"L,2-7",Recap
"February 19, 2023 (Sunday)",9 am,Away,University of Dubuque,"Dubuque, IA",,,"L,2-7",Recap
"February 19, 2023 (Sunday)",Noon,Neutral,University of Wisconsin-La Crosse,"Dubuque, IA",,,"L,0-9",Recap
"February 24, 2023 (Friday)",7 pm,Home,Hamline University,"Appleton, WI/ Fox Cities Racquet Club",,,"L,1-8",Recap
"February 25, 2023 (Saturday)",6 pm,Home,Wisconsin Lutheran College,"Appleton, WI/ Fox Cities Racquet Club",,,"L,4-5",Recap
"March 3, 2023 (Friday)",7 pm,Home,Carroll University,"Appleton, WI/ Fox Cities Racquet Club",,,"L,1-8",Recap
"March 11, 2023 (Saturday)",2:30 pm,Away,University of Wisconsin-Stevens Point,"Stevens Point, WI",,,"L,0-9",Recap
"March 31, 2023 (Friday)",5 pm,Home,Marian University,"Appleton, WI/ Fox Cities Racquet Club",,,"W,9-0",Recap
"April 8, 2023 (Saturday)",10 am,Home,Illinois College,"Appleton, WI/ Fox Cities Racquet Club",,,"W,8-1",Recap
"April 8, 2023 (Saturday)",2:30 pm,Home,Monmouth College,"Appleton, WI/ Fox Cities Racquet Club",,,"W,9-0",Recap
"April 15, 2023 (Saturday)",9 am,Away,Cornell College,"Mount Vernon, IA",,,"L,0-9",Recap
"April 15, 2023 (Saturday)",2:30 pm,Away,Grinnell College,"Grinnell, IA",,,"L,0-9",Recap
"April 22, 2023 (Saturday)",10 am,Home,Lake Forest College,"Appleton, WI/ Fox Cities Racquet Club",,,"L,0-9",Recap
"April 22, 2023 (Saturday)",7 pm,Home,Ripon College,"Oshkosh, WI/ YMCA Tennis Center",,,"L,3-6",Recap
"April 29, 2023 (Saturday)",TBA,Neutral,Midwest Conference Championships,"Peoria, IL",,,,History
"April 30, 2023 (Sunday)",TBA,Neutral,Midwest Conference Championships,"Peoria, IL",,,,Recap
