0,1,2,3,4,5
Grinnell College,324,310,634,58,t-4th
Vidushi Sinha,75,73,148,4,t-4th
Vrishali Sinha,78,79,157,13,t-21st
Nina Kouchi,82,79,161,17,34th
Danielle Oberlander,89,79,168,24,t-53rd
Julia Echikson,95,88,183,39,t-72nd
