0,1,2,3,4,5
Grinnell College,332,318,650,74,2nd
Nina Kouchi,81,73,154,10,t-3rd
Vidushi Sinha,79,81,160,16,8th
Vrishali Sinha,85,77,162,18,10th
Danielle Oberlander,87,87,174,30,t-29th
Julia Echikson,91,93,184,40,44th
