0,1,2,3,4,5
Grinnell,302,302,604,28,2nd
Nina Kouchi,72,69,141,-3,1st
Vrishali Sinha,71,76,147,3,t-4th
Vidushi Sinha,76,75,151,7,10th
Danielle Oberlander,83,83,166,22,t-49th
Julia Echikson,87,82,169,25,t-57th
