0,1,2,3,4,5
Grinnell College,307,306,613,41,2nd
Vidushi Sinha,75,72,147,3,1st
Nina Kouchi,75,77,152,8,9th
Vrishali Sinha,79,75,154,10,t-14th
Danielle Oberlander,78,82,160,16,t-29th
Julia Echikson,89,89,178,34,t-64th
