0,1,2,3,4,5
Grinnell College,330,312,642,58,1st
Vidushi Sinha,74,77,151,5,1st
Nina Kouchi,81,75,156,10,t-2nd
Vrishali Sinha,80,76,156,10,t-2nd
Danielle Oberlander,95,84,179,33,12th
Julia Echikson,95,91,186,40,18th
