Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 2009 (Saturday)",,Away,Grinnell,Grinnell,,,"W,28-21",
"September 12, 2009 (Saturday)",,Away,Carleton,"Northfield, MN",,,"L,21-27",
"September 19, 2009 (Saturday)",,Home,Wartburg,Mount Vernon,,,"L,7-30",
"September 26, 2009 (Saturday)",,Home,Dubuque,Mount Vernon,,,"L,19-42",
"October 3, 2009 (Saturday)",,Away,Central,Pella,,,"L,0-55",
"October 10, 2009 (Saturday)",,Home,Luther,Mount Vernon,,,"L,10-19",
"October 17, 2009 (Saturday)",,Away,Buena Vista,Storm Lake,,,"L,17-24",
"October 31, 2009 (Saturday)",,Away,Simpson,Indianola,,,"L,16-17",
"November 7, 2009 (Saturday)",,Home,Loras,Mount Vernon,,,"W,23-16",
"November 14, 2009 (Saturday)",,Away,Coe,Cedar Rapids,,,"L,7-56",
