Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2017 (Friday)",7 p.m.,Away,Wisconsin Lutheran College,"Milwaukee, Wis.",,,"T,0-0(2 OT)",Box ScoreRecap
"September 3, 2017 (Sunday)",3:30 p.m.,Home,Lakeland University,"RIPON, Wis./Prairie Field",,,"W,4-0",Box ScoreRecap
"September 6, 2017 (Wednesday)",4 p.m.,Home,MacMurray College,"RIPON, Wis./Prairie Field",,,"W,4-0",Box ScoreRecap
"September 9, 2017 (Saturday)",1 p.m.,Away,Milwaukee School of Engineering,"Milwaukee, Wis.",,,"L,0-4",Box ScoreRecap
"September 10, 2017 (Sunday)",2 p.m.,Home,Bethany Lutheran College,"RIPON, Wis./Prairie Field",,,"L,0-2",Box ScoreRecap
"September 13, 2017 (Wednesday)",4 p.m.,Home,Marian University,"RIPON, Wis./Prairie Field",,,"L,0-6",Box ScoreRecap
"September 16, 2017 (Saturday)",1 p.m.,Away,Edgewood College,"Madison, Wis./Goodman Athletic Complex (Edgewood H.S.)",,,"L,0-4",Box ScoreRecap
"September 19, 2017 (Tuesday)",4 p.m.,Away,Maranatha Baptist  University,"Watertown, Wis.",,,"L,1-2",Box ScoreRecap
"September 23, 2017 (Saturday)",3:30 p.m.,Away,Monmouth College,"Monmouth, Ill.",,,"L,0-3",Box ScoreRecap
"September 24, 2017 (Sunday)",3:30 p.m.,Away,Cornell College,"Mount Vernon, Iowa",,,"L,0-1",Box ScoreRecap
"September 30, 2017 (Saturday)",3:30 p.m.,Home,St. Norbert College,"RIPON, Wis./Prairie Field",,,"L,2-5",Box ScoreRecap
"October 1, 2017 (Sunday)",3:30 p.m.,Home,Illinois Institute of Technology,"RIPON, Wis./Prairie Field",,,"L,0-2",Box ScoreRecap
"October 7, 2017 (Saturday)",1 p.m.,Away,Beloit College,"Beloit, Wis.",,,"L,0-2",Box ScoreRecap
"October 11, 2017 (Wednesday)",3:30 p.m.,Home,Lawrence University,"RIPON, Wis./Prairie Field",,,"T,1-1(2OT)",Box ScoreRecap
"October 14, 2017 (Saturday)",3:30 p.m.,Home,Illinois College,"RIPON, Wis./Prairie Field",,,"L,1-4",Box ScoreRecap
"October 15, 2017 (Sunday)",3:30 p.m.,Home,Knox College,"RIPON, Wis./Prairie Field",,,"L,0-7",Box ScoreRecap
"October 21, 2017 (Saturday)",1:30 p.m.,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-2",Box ScoreRecap
"October 28, 2017 (Saturday)",3:30 p.m.,Home,Lake Forest College,"RIPON, Wis./Prairie Field",,,"L,1-2",Box ScoreRecap
