Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 24, 2023 (Sunday)",1:00 PM,Away,Mount Mercy,"Cedar Rapids, IA",,,,,
"September 24, 2023 (Sunday)",3:00 PM,Away,Mount Mercy,"Cedar Rapids, IA",,,,,
"February 20, 2024 (Tuesday)",4:00 PM,Home,Mount Mercy,"Mount Vernon, IA/Van Metre Family Softball Field",,,,,
"February 20, 2024 (Tuesday)",6:00 PM,Home,Mount Mercy,"Mount Vernon, IA/Van Metre Family Softball Field",,,,,
"March 10, 2024 (Sunday)",3:45 PM,Neutral,Fitchburg State,"Melbourne, FL",,,Space Coast Spring Games,"L,6-9",Box ScoreRecap
"March 10, 2024 (Sunday)",5:45 PM,Neutral,Fitchburg State,"Melbourne, FL",,,Space Coast Spring Games,"W,8-6",Box ScoreRecap
"March 13, 2024 (Wednesday)",9:00 AM,Neutral,Montreat (N.C.),"Melbourne, FL",,,Space Coast Spring Games,"L,1-95 inn.",Box ScoreRecap
"March 13, 2024 (Wednesday)",1:30 PM,Neutral,Indiana Tech,"Melbourne, FL",,,Space Coast Spring Games,"W,6-5",Box ScoreRecap
"March 23, 2024 (Saturday)",1:00 PM,Away,Simpson,"Indianola, IA",,,,"L,0-7",Box ScoreRecap
"March 23, 2024 (Saturday)",3:00 PM,Away,Simpson,"Indianola, IA",,,,"L,0-95 inn.",Box ScoreRecap
"March 24, 2024 (Sunday)",1:00 PM,Away,Dubuque,"Dubuque, IA",,,,Postponed to 3/28,Recap
"March 24, 2024 (Sunday)",3:00 PM,Away,Dubuque,"Dubuque, IA",,,,Postponed to 3/28,
"March 27, 2024 (Wednesday)",2:00 PM,Away,Coe,"Cedar Rapids, IA",,,,Postponed,
"March 27, 2024 (Wednesday)",4:00 PM,Away,Coe,"Cedar Rapids, IA",,,,Postponed,
"March 28, 2024 (Thursday)",3:00 PM,Away,Dubuque,"Dubuque, IA",,,,"L,1-95 inn.",Box Score
"March 30, 2024 (Saturday)",1:00 PM,Home,Buena Vista,"Mount Vernon, IA/Van Metre Family Softball Field",,,,"W,6-5",Box ScoreRecap
"March 30, 2024 (Saturday)",3:00 PM,Home,Buena Vista,"Mount Vernon, IA/Van Metre Family Softball Field",,,,"W,7-3",Box ScoreRecap
"April 2, 2024 (Tuesday)",4:00 PM,Home,Eureka,"Mount Vernon, IA/Van Metre Family Softball Field",,,,Postponed to 4/4,
"April 2, 2024 (Tuesday)",6:00 PM,Home,Eureka,"Mount Vernon, IA/Van Metre Family Softball Field",,,,Postponed to 4/4,
"April 4, 2024 (Thursday)",4:00 PM,Home,Eureka,"Mount Vernon, IA/Van Metre Family Softball Field",,,,"W,11-4",Box ScoreRecap
"April 4, 2024 (Thursday)",6:00 PM,Home,Eureka,"Mount Vernon, IA/Van Metre Family Softball Field",,,,"W,7-0",Box ScoreRecap
"April 6, 2024 (Saturday)",1:00 PM,Away,Beloit,"Beloit, WI",,,,"W,4-1",Box ScoreRecap
