Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2005 (Thursday)",,Home,Loras,"Grinnell, IA",,,"L,1-3",
"September 7, 2005 (Wednesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,2-0",
"September 10, 2005 (Saturday)",,Away,Macalester,"St. Paul, MN",,,"L,0-1",
"September 11, 2005 (Sunday)",,Away,Pomona-Pitzer,"St. Paul, MN",,,"T,1-1",
"September 17, 2005 (Saturday)",,Home,Monouth,"Grinnell, IA",,,"W,3-1",
"September 18, 2005 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,11-0",
"September 24, 2005 (Saturday)",,Away,Beloit,"Beloit, WI",,,"W,5-0",
"September 27, 2005 (Tuesday)",,Home,Knox,"Grinnell, IA",,,"W,16-0",
"October 1, 2005 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"W,2-0",
"October 2, 2005 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"W,5-0",
"October 8, 2005 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,2-3",
"October 15, 2005 (Saturday)",,Home,Central,"Grinnell, IA",,,"W,2-0",
"October 17, 2005 (Monday)",,Away,Carleton,"Northfield, MN",,,"W,2-0",
"October 19, 2005 (Wednesday)",,Home,Gustavus Adolphus,"Grinnell, IA",,,"W,1-0",
"October 22, 2005 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"W,1-0",
"October 23, 2005 (Sunday)",,Home,Ripon,"Grinnell, IA",,,"W,7-0",
"October 29, 2005 (Saturday)",,Home,Lake Forest (MWC Tournament Semifinal),"Grinnell, IA",,,"W,2-0",
"October 30, 2005 (Sunday)",,Home,Carroll (MWC Tournament Championship),"Grinnell, IA",,,"T,1-1",
"November 9, 2005 (Wednesday)",,Home,Lakeland (NCAA Tournament First Round),"Grinnell, IA",,,"W,3-1",
"November 12, 2005 (Saturday)",,Away,Macalester (NCAA Tournament Second Round),"St. Paul, MN",,,"L,0-3",
