Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2010 (Wednesday)",12:00 AM,Home,Grinnell,Mount Vernon,,,"T,2-2",Box Score
"September 5, 2010 (Sunday)",12:00 AM,Away,Saint John's,"Collegeville, Minn.",,,"L,1-4",Box Score
"September 7, 2010 (Tuesday)",12:00 AM,Away,Mount Mercy,Cedar Rapids,,,"L,0-5",Box Score
"September 11, 2010 (Saturday)",12:00 AM,Home,Monmouth,Mount Vernon,,,"L,3-4",Box Score
"September 12, 2010 (Sunday)",12:00 AM,Home,UW-Oshkosh,Mount Vernon,,,"L,0-9",Box Score
"September 15, 2010 (Wednesday)",12:00 AM,Home,Augustana College,Mount Vernon,,,"L,0-3",Box Score
"September 19, 2010 (Sunday)",12:00 AM,Away,Upper Iowa,Fayette,,,"L,0-6",Box Score
"September 22, 2010 (Wednesday)",12:00 AM,Away,Macalester College,"St. Paul, Minn.",,,"L,0-4",Box Score
"September 23, 2010 (Thursday)",12:00 AM,Away,Hamline University,"St. Paul, Minn.",,,"L,1-6",Box Score
"September 25, 2010 (Saturday)",12:00 AM,Home,Wartburg,Mount Vernon,,,"L,1-10",Box Score
"October 2, 2010 (Saturday)",12:00 AM,Away,Buena Vista,Storm Lake,,,"L,0-1",Box Score
"October 6, 2010 (Wednesday)",12:00 AM,Away,Univ. of Dubuque,Dubuque,,,"L,0-4",Box Score
"October 9, 2010 (Saturday)",12:00 AM,Home,Simpson College,Mount Vernon,,,"L,1-3",Box Score
"October 14, 2010 (Thursday)",12:00 AM,Home,Loras College,Mount Vernon,,,"L,0-5",Box Score
"October 16, 2010 (Saturday)",12:00 AM,Away,Central,Pella,,,"L,0-10",Box Score
"October 17, 2010 (Sunday)",12:00 AM,Home,Westminster,Mount Vernon,,,"L,0-1",Box Score
"October 23, 2010 (Saturday)",12:00 AM,Away,Luther College,Decorah,,,"L,0-5",Box Score
"October 30, 2010 (Saturday)",2:00 PM,Home,Coe College,"Mount Vernon, Iowa",,,"L,0-3",Box Score
