Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 2011 (Saturday)",1 pm,Home,St. Scholastica,,,,"L,21-34",Box Score
"September 10, 2011 (Saturday)",1 pm,Away,Knox,,,,"W,62-42",Box Score
"September 17, 2011 (Saturday)",1 pm,Away,Monmouth (Ill.),,,,"L,0-56",Box Score
"September 24, 2011 (Saturday)",1 pm,Home,St. Norbert,,,,"L,0-30",Box Score
"October 1, 2011 (Saturday)",1 pm,Home,Illinois Col.,,,,"L,44-54",Box Score
"October 8, 2011 (Saturday)",3 pm,Away,Carroll (Wis.),,,,"L,17-67",Box Score
"October 15, 2011 (Saturday)",1 pm,Home,Grinnell,,,,"L,15-17",Box Score
"October 22, 2011 (Saturday)",1 pm,Home,Lake Forest,,,,"L,38-56",Box Score
"October 29, 2011 (Saturday)",1 pm,Away,Beloit,,,,"L,14-20",Box Score
"November 5, 2011 (Saturday)",1 pm,Away,Ripon,,,,"L,20-50",
