Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 8, 2019 (Friday)",6:00 p.m.,Away,Central College,"Pella, IA",,,"L,48-68",Box ScoreRecap
"November 15, 2019 (Friday)",7:00 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,"W,84-78",Box ScoreRecap
"November 19, 2019 (Tuesday)",6:00 p.m.,Home,Emmaus,"Grinnell, IA/Darby Gymnasium",,,"L,76-80",Box ScoreRecap
"November 23, 2019 (Saturday)",3:00 p.m.,Away,University of Northwestern (MN),"St. Paul, Minn.",,,"L,66-76",Box Score
"November 24, 2019 (Sunday)",2:00 p.m.,Home,Providence University College,"Grinnell, IA/Darby Gymnasium",,,"W,85-67",Box ScoreRecap
"November 26, 2019 (Tuesday)",5:30 p.m.,Home,Iowa Wesleyan University,"Grinnell, IA/Darby Gymnasium",,,"W,84-59",Box ScoreRecap
"December 4, 2019 (Wednesday)",7:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,"L,44-49",Box ScoreRecap
"December 7, 2019 (Saturday)",3:00 p.m.,Away,Knox College,"Galesburg, IL",,,"L,57-79",Box ScoreRecap
"December 13, 2019 (Friday)",6:30 p.m.,Away,Waldorf (Iowa),"Forest City, IA",,,"W,63-57",Box ScoreRecap
"January 3, 2020 (Friday)",7:30 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,"W,84-62",Box ScoreRecap
"January 4, 2020 (Saturday)",3:00 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,"W,80-77",Box ScoreRecap
"January 8, 2020 (Wednesday)",7:30 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,"W,66-59",Box ScoreRecap
"January 11, 2020 (Saturday)",3:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,"L,53-81",Box ScoreRecap
"January 15, 2020 (Wednesday)",7:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,"W,72-68(OT)",Box ScoreRecap
"January 18, 2020 (Saturday)",3:00 p.m.,Away,Lawrence University,"Appleton, WI",,,"L,51-63",Box ScoreRecap
"January 21, 2020 (Tuesday)",7:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,"W,55-53",Box ScoreRecap
"January 25, 2020 (Saturday)",3:00 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,"L,73-76",Box ScoreRecap
"January 31, 2020 (Friday)",7:30 p.m.,Away,St. Norbert College,De Pere. WI,,,"L,46-59",Box ScoreRecap
"February 1, 2020 (Saturday)",3:00 p.m.,Away,Ripon College,"Ripon, WI",,,"L,62-68",Box ScoreRecap
"February 5, 2020 (Wednesday)",7:30 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,"W,66-49",Box ScoreRecap
"February 8, 2020 (Saturday)",3:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,"L,68-76",Box ScoreRecap
"February 12, 2020 (Wednesday)",7:30 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,"L,67-72",Box ScoreRecap
"February 15, 2020 (Saturday)",3:00 p.m.,Home,St. Norbert College (Senior Day),"Grinnell, IA/Darby Gymnasium",,,"L,46-78",Box ScoreRecap
"February 18, 2020 (Tuesday)",7:30 p.m.,Away,Beloit College,"Beloit, WI",,,"W,63-52",Box ScoreRecap
"February 22, 2020 (Saturday)",3:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,"L,69-83",Box ScoreRecap
