Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 18, 2023 (Saturday)",2:30 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,0-9",Recap2022-23_Illinois_Wesleyan_Men_s_Tennis_--_Monmouth_College_vs_Illinois_Wesleyan__Feb_18__2023_.pdf
"March 30, 2023 (Thursday)",4:00pm,Home,Saint Ambrose University (Iowa),"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"April 8, 2023 (Saturday)",9:00am,Away,Ripon College,"Ripon, WI",,,,"L,0-9",Box Score
"April 8, 2023 (Saturday)",3:00 pm,Away,Lawrence University,"Appleton, WI",,,,"L,0-9",
"April 15, 2023 (Saturday)",3:00pm,Home,Lake Forest College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box Score
"April 19, 2023 (Wednesday)",5:00pm,Away,Illinois College,"Jacksonville, IL",,,,"L,1-8",Box ScoreRecap
"April 22, 2023 (Saturday)",9:00 am,Home,Grinnell College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"April 22, 2023 (Saturday)",2:30 pm,Home,Cornell College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",Box ScoreRecap
"April 29, 2023 (Saturday)",9:00 am,Away,Midwest Conference,"Peoria, IL",,,Midwest Conference Doubles Championships,,Recap
"April 30, 2023 (Sunday)",9:00 am,Away,Midwest Conference,"Peoria, IL",,,Midwest Conference Singles Championships,,
