Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 4, 2006 (Saturday)",,Home,Northwestern,98th Street Club,,,"W,6-3",
"February 11, 2006 (Saturday)",,Away,St. Olaf,Owatonna TC,,,"L,3-6",
"February 18, 2006 (Saturday)",,Away,Gustavus Adolphus,St. Peter,,,"L,0-9",
"March 4, 2006 (Saturday)",,Home,Hamline,98th Street Club,,,"L,1-8",
"March 8, 2006 (Wednesday)",,Away,St. Thomas,St. Paul,,,"L,0-9",
"March 12, 2006 (Sunday)",,Away,Westminster (Mo.),"Hilton Head, S.C.",,,"W,9-0",
"March 12, 2006 (Sunday)",,Away,St. Michael's,"Hilton Head, S.C.",,,"W,6-3",
"March 13, 2006 (Monday)",,Away,Nazareth (N.Y.),"Hilton Head, S.C.",,,"L,4-5",
"March 14, 2006 (Tuesday)",,Away,Heidelberg (Ohio),"Hilton Head, S.C.",,,"W,5-2",
"March 15, 2006 (Wednesday)",,Away,Georgetown (Ky.),"Hilton Head, S.C.",,,"L,1-8",
"March 15, 2006 (Wednesday)",,Away,Limestone (S.C.),"Hilton Head, S.C.",,,"L,0-9",
"March 18, 2006 (Saturday)",,Home,Martin Luther,98th Street Club,,,"W,6-3",
"March 25, 2006 (Saturday)",,Away,Concordia- Moorhead,Moorhead,,,"W,5-4",
"March 31, 2006 (Friday)",,Away,St. Catherine,St. Paul,,,"L,2-7",
"April 5, 2006 (Wednesday)",,Home,Bethel,Macalester,,,"L,2-7",
"April 12, 2006 (Wednesday)",,Home,Northwestern (Minn.),Macalester,,,"W,5-4",
"April 13, 2006 (Thursday)",,Home,Minnesota- Crookston,Macalester,,,"W,8-1",
"April 13, 2006 (Thursday)",,Home,Minnesota- Morris,Macalester,,,"L,0-9",
"April 18, 2006 (Tuesday)",,Home,Carleton,Macalester,,,"L,1-8",
"April 23, 2006 (Sunday)",,Home,St. Mary's,Macalester,,,"L,2-7",
"April 24, 2006 (Monday)",,Away,St. Benedict,Collegeville,,,"L,0-9",
"April 28, 2006 (Friday)",,Away,St. Catherine,St. Peter (MIAC Tournament),,,"L,3-5",
"April 28, 2006 (Friday)",,Away,Concordia,St. Peter (MIAC Tournament),,,"W,5-1",
"April 29, 2006 (Saturday)",,Away,St. Mary's,St. Peter (MIAC Tournament),,,"L,2-5",
