0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Classic,"Sep 1-2, 2019",2,79-83=162,+18,t-18th/70
Wartburg Fall Invite,"Sep 7-8, 2019",2,75-76=151,+7,t-12th/107
IWU Fall Invite,"Sep 14-15, 2019",2,80-80=160,+16,t-18th/91
Knox Women's Invite,"Sep 21-22, 2019",1,81,+8,t-5th/46
SLIAC Championships,"Oct 7-8, 2019",2,78-84=162,+18,t-6th/55
SEASON TOTALS,SEASON TOTALS,9,716 Avg. 79.6,+7,-
