0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Classic,"Sep 1-2, 2019",2,85-86=171,+27,t-35th/70
Wartburg Fall Invite,"Sep 7-8, 2019",2,79-81=160,+16,t-44th/107
IWU Fall Invite,"Sep 14-15, 2019",2,86-94=180,+36,73rd/91
Knox Women's Invite,"Sep 21-22, 2019",1,88,+15,t-27th/46
SLIAC Championships,"Oct 7-8, 2019",2,87-84=171,+27,16th/55
SEASON TOTALS,SEASON TOTALS,9,770 Avg. 85.6,+13,-
