0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Classic,"Sep 1-2, 2019",2,80-83=163,+19,t-21st/70
Wartburg Fall Invite,"Sep 7-8, 2019",2,81-83=164,+20,t-59th/107
IWU Fall Invite,"Sep 14-15, 2019",2,83-82=165,+21,t-34th/91
Knox Women's Invite,"Sep 21-22, 2019",1,82,+9,t-10th/46
SLIAC Championships,"Oct 7-8, 2019",2,83-85=168,+24,13th/55
SEASON TOTALS,SEASON TOTALS,9,742 Avg. 82.4,+10,-
