0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Classic,"Sep 1-2, 2019",2,73-70=143,-1,1st/70
Wartburg Fall Invite,"Sep 7-8, 2019",2,71-75=146,+2,6th/107
IWU Fall Invite,"Sep 14-15, 2019",2,77-75=152,+8,6th/91
Knox Women's Invite,"Sep 21-22, 2019",1,77,+4,1st/46
SLIAC Championships,"Oct 7-8, 2019",2,73-80=153,+9,1st/55
SEASON TOTALS,SEASON TOTALS,9,671 Avg. 74.6,+2,-
