0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Highland Classic,"Sep 1-2, 2019",2,82-85=167,+23,27th/70
Wartburg Fall Invite,"Sep 7-8, 2019",2,77-75=152,+8,t-17th/107
IWU Fall Invite,"Sep 14-15, 2019",2,83-87=170,+26,t-48th/91
SLIAC Championships,"Oct 7-8, 2019",2,87-82=169,+25,14th/55
SEASON TOTALS,SEASON TOTALS,8,658 Avg. 82.3,+10,-
