Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 2011 (Saturday)",1 pm,Away,Concordia University Chicago,"River Forest, IL",,,"L,28-56",Box ScoreRecap
"September 10, 2011 (Saturday)",1 pm,Home,Ripon College,"Lake Forest, IL",,,"L,24-29",Box ScoreRecap
"September 17, 2011 (Saturday)",1 pm,Home,Illinois College,"Lake Forest, IL",,,"L,35-48",Box ScoreRecap
"September 24, 2011 (Saturday)",12 pm,Away,Grinnell College,"Grinnell, IA",,,"L,34-49",Box ScoreRecap
"October 1, 2011 (Saturday)",1:30 pm,Home,Carroll University,"Lake Forest, IL",,,"L,34-45",Box ScoreRecap
"October 8, 2011 (Saturday)",1 pm,Away,Beloit College,"Beloit, WI",,,"W,27-17",Box ScoreRecap
"October 15, 2011 (Saturday)",1 pm,Home,Monmouth College,"Lake Forest, IL",,,"L,47-53",Box ScoreRecap
"October 22, 2011 (Saturday)",1 pm,Away,Lawrence University,"Appleton, WI",,,"W,56-38",Box ScoreRecap
"October 29, 2011 (Saturday)",1 pm,Away,Knox College,"Galesburg, IL",,,"W,31-27",Box ScoreRecap
"November 5, 2011 (Saturday)",1 pm,Home,St. Norbert College,"Lake Forest, IL",,,"L,6-41",Box ScoreRecap
