0,1,2
POINTS,2,Neb. Wesleyan (09/17/2022) Lawrence (10/15/2022) Cornell College (11/05/2022)
GOALS,1,Neb. Wesleyan (09/17/2022) Monmouth (IL) (10/12/2022) Lawrence (10/15/2022) Cornell College (11/05/2022)
ASSISTS,1,Luther (10/02/2022) Monmouth (IL) (10/12/2022)
SHOTS,2,Buena Vista (9/18/2022) Cornell College (11/05/2022)
SHOTS ON GOAL,1,Coe (09/03/2022) Buena Vista (9/18/2022) Monmouth (IL) (10/12/2022)
SAVES,1,Carleton (09/10/2022) Marian (WI) (10/23/2022) Lake Forest (10/29/2022)
FOULS,2,Knox (09/28/2022)
CORNER KICKS,1,Knox (09/28/2022) Monmouth (IL) (10/12/2022) Ripon (10/22/2022)
