#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
17.0,"Thomas, Tori 17Thomas, Tori",8,3,225,4,0,8,8,0.5,8,1.0,0-0,2,0-0,View Bio
21.0,"Komsthoeft, Reese 21Komsthoeft, Reese",8,0,328,2,2,6,14,0.143,9,0.643,0-0,1,0-0,View Bio
20.0,"March, Jane 20March, Jane",8,8,647,3,0,6,18,0.167,12,0.667,0-0,1,0-0,View Bio
15.0,"Paladino, Jill 15Paladino, Jill",8,8,327,2,1,5,10,0.2,6,0.6,0-0,1,0-0,View Bio
7.0,"Smith, Keiko 7Smith, Keiko",8,8,517,2,1,5,16,0.125,10,0.625,0-0,1,0-0,View Bio
25.0,"Berk, Tali 25Berk, Tali",8,2,342,1,1,3,9,0.111,2,0.222,0-0,1,0-0,View Bio
24.0,"Bambi, Giada 24Bambi, Giada",8,8,629,0,2,2,19,0.0,10,0.526,0-0,0,0-0,View Bio
11.0,"Nakamura, Kate 11Nakamura, Kate",8,0,222,1,0,2,5,0.2,4,0.8,0-0,0,0-0,View Bio
1.0,"Arneson, Elinor 1Arneson, Elinor",8,8,720,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
5.0,"Beltramo, Maddie 5Beltramo, Maddie",8,8,705,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
18.0,"Carson, Katie 18Carson, Katie",2,0,10,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
23.0,"Chopra, Antarah 23Chopra, Antarah",5,5,333,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"Delborne, Ramona 22Delborne, Ramona",7,0,176,0,0,0,4,0.0,3,0.75,0-0,0,0-0,View Bio
26.0,"Dueñas, Amelia 26Dueñas, Amelia",5,0,86,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
10.0,"Duus, Carlie 10Duus, Carlie",6,3,173,0,0,0,3,0.0,2,0.667,1-0,0,0-0,View Bio
6.0,"Hunt, Ella 6Hunt, Ella",8,4,426,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
16.0,"Leahy, Tessa 16Leahy, Tessa",8,7,651,0,0,0,1,0.0,1,1.0,1-0,0,0-0,View Bio
9.0,"McKinney, Bethany 9McKinney, Bethany",4,1,140,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
13.0,"Sundaram, Gia 13Sundaram, Gia",8,8,651,0,0,0,8,0.0,4,0.5,0-0,0,0-0,View Bio
19.0,"Szalay, Megan 19Szalay, Megan",1,0,1,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
8.0,"Vanrheenan, Beya 8Vanrheenan, Beya",7,6,460,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
2.0,"Wehrman, Allison 2Wehrman, Allison",7,0,113,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
,Total,8,-,7882,15,7,37,120,0.125,75,0.625,3-0,7,0-0,
,Opponent,8,-,7890,4,1,9,61,0.066,29,0.475,9-1,0,0-0,
