Statistic,High,Opponent
POINTS,10,Illinois Col. (09/24/2022)
GOALS,4,Illinois Col. (09/24/2022)
ASSISTS,2,Buena Vista (9/18/2022) Illinois Col. (09/24/2022) Cornell College (10/05/2022) Cornell College (11/05/2022)
SHOTS,33,Ripon (10/22/2022)
SHOTS ON GOAL,19,Ripon (10/22/2022)
SAVES,8,Beloit (11/06/2022)
FOULS,11,Beloit (11/06/2022) Wartburg (11/12/2022)
CORNER KICKS,12,Ripon (10/22/2022)
