Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 11, 1987 (Friday)",,Away,Gustavus Adolphus,"St. Peter, MN",,,"W,1-0",
"September 12, 1987 (Saturday)",,Away,St. Olaf,"Northfield, MN",,,"L,0-2",
"September 19, 1987 (Saturday)",,Home,Aurora,"Grinnell, IA",,,"W,4-2",
"September 20, 1987 (Sunday)",,Home,Wisconsin-Whitewater,"Grinnell, IA",,,"W,4-0",
"September 26, 1987 (Saturday)",,Away,Wisconsin-Platteville,"Platteville, WI",,,"T,3-3",
"September 27, 1987 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"L,2-4",
"September 29, 1987 (Tuesday)",,Away,Monmouth,"Monmouth, IL",,,"W,5-0",
"October 3, 1987 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,1-0",
"October 8, 1987 (Thursday)",,Home,Coe,"Grinnell, IA",,,"W,6-1",
"October 10, 1987 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"T,1-1",
"October 16, 1987 (Friday)",,Away,Cornell,"Mount Vernon, IA",,,"W,8-0",
"October 19, 1987 (Monday)",,Away,Colorado College,"Colorado Springs, CO",,,"L,0-3",
"October 21, 1987 (Wednesday)",,Away,Colorado School of Mines,"Golden, CO",,,"T,0-0",
"October 31, 1987 (Saturday)",,Home,Drake,"Grinnell, IA",,,"L,0-2",
"November 7, 1987 (Saturday)",,Away,St. Norbert (MWC Tournament Championship),"De Pere, WI",,,"L,1-3",
