#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
03,"Taylor, Jack 03 Taylor, Jack",12,5.0,198,16.5,136,335,0.406,75,228,0.329,89,109,0.817,436,36.3,7,8,15,1.3,15,33,39,22,0,View Bio
11,"Lentsch, Griffin 11 Lentsch, Griffin",23,14.0,447,19.4,141,363,0.388,62,213,0.291,99,114,0.868,443,19.3,32,13,45,2.0,15,26,22,8,1,View Bio
02,"Yeager, Luke 02 Yeager, Luke",23,6.0,364,15.8,103,256,0.402,53,166,0.319,36,47,0.766,295,12.8,14,13,27,1.2,42,60,47,32,0,View Bio
10,"Maher, Patrick 10 Maher, Patrick",22,16.0,373,17.0,78,183,0.426,27,73,0.37,93,122,0.762,276,12.5,31,45,76,3.5,38,125,45,49,1,View Bio
23,"Levin, Aaron 23 Levin, Aaron",22,4.0,298,13.5,71,179,0.397,50,139,0.36,19,28,0.679,211,9.6,28,53,81,3.7,45,17,11,18,8,View Bio
42,"Ney, Jesse 42 Ney, Jesse",22,5.0,300,13.6,61,142,0.43,56,132,0.424,2,5,0.4,180,8.2,20,23,43,2.0,40,14,12,18,1,View Bio
44,"Zachary, Tague 44 Zachary, Tague",22,9.0,238,10.8,32,83,0.386,29,78,0.372,10,13,0.769,103,4.7,18,18,36,1.6,18,6,3,14,9,View Bio
05,"Rogers, Joe 05 Rogers, Joe",23,9.0,341,14.8,30,47,0.638,0,1,0.0,38,56,0.679,98,4.3,44,56,100,4.3,38,31,16,28,1,View Bio
45,"Adams, Jack 45 Adams, Jack",22,14.0,275,12.5,40,55,0.727,1,3,0.333,8,17,0.471,89,4.0,18,36,54,2.5,44,10,16,11,33,View Bio
33,"McManamy, Brian 33 McManamy, Brian",22,3.0,305,13.9,26,56,0.464,21,47,0.447,10,14,0.714,83,3.8,23,57,80,3.6,42,10,3,18,33,View Bio
24,"Bellamy, Dominique 24 Bellamy, Dominique",23,11.0,298,13.0,28,87,0.322,10,57,0.175,16,20,0.8,82,3.6,25,24,49,2.1,72,17,25,39,8,View Bio
12,"Valdez, Marques 12 Valdez, Marques",23,9.0,342,14.9,28,47,0.596,0,0,0.0,25,40,0.625,81,3.5,73,38,111,4.8,59,14,21,37,2,View Bio
04,"Nitz, Garrett 04 Nitz, Garrett",23,2.0,236,10.3,19,43,0.442,3,14,0.214,22,31,0.71,63,2.7,11,19,30,1.3,26,65,34,17,0,View Bio
22,"Johnson, Evan 22 Johnson, Evan",22,1.0,173,7.9,15,57,0.263,13,54,0.241,5,9,0.556,48,2.2,10,6,16,0.7,26,8,9,12,0,View Bio
15,"Bartuch, Dylan 15 Bartuch, Dylan",21,0.0,152,7.2,12,18,0.667,5,9,0.556,4,9,0.444,33,1.6,9,9,18,0.9,13,11,11,13,0,View Bio
35,"Olson, Cody 35 Olson, Cody",22,5.0,192,8.7,10,15,0.667,3,7,0.429,2,7,0.286,25,1.1,17,14,31,1.4,48,6,9,14,0,View Bio
21,"LeMoine, Brent 21 LeMoine, Brent",12,0.0,18,1.5,3,4,0.75,1,2,0.5,4,6,0.667,11,0.9,4,5,9,0.8,6,0,1,1,0,View Bio
25,"LaMacchia, Anthony 25 LaMacchia, Anthony",13,0.0,26,2.0,3,7,0.429,3,7,0.429,2,3,0.667,11,0.8,2,0,2,0.2,0,1,0,0,0,View Bio
54,"Davis, Ryan 54 Davis, Ryan",14,1.0,37,2.6,4,5,0.8,0,0,0.0,0,2,0.0,8,0.6,5,3,8,0.6,8,0,1,1,0,View Bio
13,"Abbe-Schneider, Leo 13 Abbe-Schneider, Leo",8,0.0,23,2.9,2,4,0.5,0,0,0.0,1,2,0.5,5,0.6,2,0,2,0.3,8,0,1,2,0,View Bio
13,"Pollick, Joel 13 Pollick, Joel",9,1.0,9,1.0,1,8,0.125,1,4,0.25,0,1,0.0,3,0.3,2,0,2,0.2,1,0,0,1,0,View Bio
13,"Gardner, Hayes 13 Gardner, Hayes",4,0.0,5,1.3,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
TM,Team  TM Team,23,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,53,43,96,4.2,1,0,5,0,0,
,Total,23,,4650,202.2,843,1996,0.422,413,1236,0.334,485,655,0.74,2584,112.35,448,483,931,40.5,605,454,331,355,97,
,Opponents,23,,4650,202.2,813,1479,0.55,68,173,0.393,519,766,0.678,2213,96.22,329,798,1127,49.0,530,446,654,170,74,
