Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 3, 2012 (Saturday)",1:00 p.m.,Away,Westminster College (MO),"Fulton, MO",,,,"L,0-7",Box Score
"March 3, 2012 (Saturday)",3:00 p.m.,Away,Westminster College (MO),"Fulton, MO",,,,"L,1-9",Box Score
"March 19, 2012 (Monday)",2:00 p.m.,Away,Stephens College (Mo.),"Columbia, MO",,,,"L,5-13",Box ScoreRecap
"March 19, 2012 (Monday)",4:00 p.m.,Away,Stephens College (Mo.),"Columbia, MO",,,,"L,1-9",
"March 21, 2012 (Wednesday)",4:30 p.m.,Away,Greenville College,"Greenville, IL",,,,"L,1-5",Box ScoreRecap
"March 21, 2012 (Wednesday)",6:30 p.m.,Away,Greenville College,"Greenville, IL",,,,"L,4-6",Box Score
"March 24, 2012 (Saturday)",2:00 p.m.,Home,Wartburg College,"Grinnell, IA",,,,"W,8-5",Box ScoreRecap
"March 24, 2012 (Saturday)",4:00 p.m.,Home,Wartburg College,"Grinnell, IA",,,,"L,1-9",Box Score
"March 28, 2012 (Wednesday)",3:00 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"L,0-7",Box ScoreRecap
"March 28, 2012 (Wednesday)",5:00 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"L,2-21",Box Score
"March 31, 2012 (Saturday)",1:00 p.m.,Home,Illinois College,"Grinnell, IA",,,,"L,1-10",Box Score
"March 31, 2012 (Saturday)",3:00 p.m.,Home,Illinois College,"Grinnell, IA",,,,"L,2-3",Box Score
"April 3, 2012 (Tuesday)",4:00 p.m.,Away,Simpson College,"Indianola, IA",,,,"L,0-12",Box Score
"April 3, 2012 (Tuesday)",6:00 p.m.,Away,Simpson College,"Indianola, IA",,,,"L,0-8",Box Score
"April 6, 2012 (Friday)",12:00 p.m.,Home,Nebraska Wesleyan University,"Grinnell, IA",,,Pioneer Classic,"L,2-12",Box Score
"April 6, 2012 (Friday)",4:00 p.m.,Home,Westminster College (MO),"Grinnell, IA",,,,"L,2-7",Box Score
"April 7, 2012 (Saturday)",12:00 p.m.,Home,Washington University,"Grinnell, IA",,,Pioneer Classic,"L,2-12",Box Score
"April 7, 2012 (Saturday)",2:00 p.m.,Home,Westminster College (MO),"Grinnell, IA",,,Pioneer Classic,"W,6-5",Box Score
"April 14, 2012 (Saturday)",11:00 a.m.,Neutral,Lawrence University,"Waukegan, IL",,,,"L,0-12",Box Score
"April 14, 2012 (Saturday)",1:00 p.m.,Neutral,Ripon College,"Waukegan, IL",,,,"L,0-10",Box Score
"April 14, 2012 (Saturday)",5:00 p.m.,Neutral,St. Norbert College,"Waukegan, IL",,,,"L,0-8",Box Score
"April 22, 2012 (Sunday)",1:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,6-7",Box ScoreRecap
"April 22, 2012 (Sunday)",2:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-9",Box Score
"April 25, 2012 (Wednesday)",3:30 p.m.,Home,Loras College,"Grinnell, IA",,,,"L,0-9",Box ScoreRecap
"April 25, 2012 (Wednesday)",5:00 p.m.,Home,Loras College,"Grinnell, IA",,,,"L,0-14",Box ScoreRecap
"April 28, 2012 (Saturday)",1:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,1-9",Box ScoreRecap
"April 28, 2012 (Saturday)",2:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,0-8",Box ScoreRecap
"April 29, 2012 (Sunday)",1:00 p.m.,Home,Knox College,"Grinnell, IA",,,,"L,7-10",Box ScoreRecap
