Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 7, 1971 (Wednesday)",,Away,William Penn,"Oskaloosa, IA",,,"L,1-14",
"April 7, 1971 (Wednesday)",,Away,William Penn,"Oskaloosa, IA",,,"L,0-12",
"April 16, 1971 (Friday)",,Home,CORNELL,"Grinnell, IA",,,"L,1-8",
"April 17, 1971 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"L,1-19",
"April 17, 1971 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"L,4-18",
"April 19, 1971 (Monday)",,Away,Central,"Pella, IA",,,"L,1-11",
"April 23, 1971 (Friday)",,Away,Knox,"Galesburg, Il",,,"L,0-24",
"April 24, 1971 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"L,1-12",
"April 24, 1971 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"L,2-15",
"April 29, 1971 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"L,2-5",
"April 29, 1971 (Thursday)",,Away,Cornell,"Mount Vernon, IA",,,"L,5-6",
"May 1, 1971 (Saturday)",,Home,COE,"Grinnell, IA",,,"L,1-18",
"May 3, 1971 (Monday)",,Away,Simpson,"Indianola, IA",,,"L,1-11",
"May 11, 1971 (Tuesday)",,Home,WILLIAM PENN,"Grinnell, IA",,,"W,3-2",
"May 11, 1971 (Tuesday)",,Home,WILLIAM PENN,"Grinnell, IA",,,"L,1-12",
