Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 12, 1998 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,,"W,1-0",
"September 13, 1998 (Sunday)",,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,,"W,4-0",
"September 16, 1998 (Wednesday)",,Home,Carroll University,"Lake Forest, IL",,,,"W,2-1",
"September 19, 1998 (Saturday)",,Away,St. Norbert College,De Pere. WI,,,,"L,1-2(OT)",
"September 20, 1998 (Sunday)",,Away,University of Wisconsin-Oshkosh,"Oshkosh, WI",,,,"L,0-2",
"September 23, 1998 (Wednesday)",,Home,Carthage College,"Lake Forest, IL",,,,"W,2-1",
"September 26, 1998 (Saturday)",,Home,Aurora University,"Lake Forest, IL",,,,"W,3-2",
"September 30, 1998 (Wednesday)",,Away,Wheaton College (Ill.),"Wheaton, IL",,,,"L,1-3",
"October 3, 1998 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,,"W,4-1",
"October 4, 1998 (Sunday)",,Away,Knox College,"Galesburg, IL",,,,"W,3-0",
"October 7, 1998 (Wednesday)",,Home,Benedictine University,"Lake Forest, IL",,,,"W,2-1",
"October 10, 1998 (Saturday)",,Home,Illinois College,"Lake Forest, IL",,,,"W,6-0",
"October 11, 1998 (Sunday)",,Home,Monmouth College,"Lake Forest, IL",,,,"W,1-0(OT)",
"October 15, 1998 (Thursday)",,Home,Beloit College,"Lake Forest, IL",,,,"L,0-3",
"October 17, 1998 (Saturday)",,Home,North Park University,"Lake Forest, IL",,,,"W,3-1",
"October 28, 1998 (Wednesday)",,Home,Ripon College,"Lake Forest, IL",,,,"L,1-3",
"October 31, 1998 (Saturday)",,Away,Ripon College,"Ripon, WI",,,Midwest Conference Tournament,"L,1-3",
