Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 11, 2005 (Friday)",6:00,Away,St. Benedict,Collegeville,,,,
"February 19, 2005 (Saturday)",9:00am,Away,Bethel,Arden Hills,,,,
"February 20, 2005 (Sunday)",10:00am,Away,Carleton,Northfield,,,,
"March 12, 2005 (Saturday)",3:00,Home,Concordia-Moorhead,St. Paul,,,,
"March 18, 2005 (Friday)",,Away,Spring Trip,,,,,
"April 5, 2005 (Tuesday)",5:00,Home,St. Catherine,St. Paul,,,,
"April 9, 2005 (Saturday)",9:00am,Home,St. Thomas,St. Paul,,,,
"April 14, 2005 (Thursday)",4:00,Away,Hamline,St. Paul,,,,
"April 16, 2005 (Saturday)",12:00,Away,St. Mary's,Winona,,,,
"April 17, 2005 (Sunday)",6:00,Home,Gustavus-Adolphus,St. Paul,,,,
"April 23, 2005 (Saturday)",9:00am,Home,St. Olaf,St. Paul,,,,
"April 29, 2005 (Friday)",,Away,MIAC Tournament,,,,,
