Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Bresnahan, Cara",SR-4,39.84m,"130' 8""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brew, Anna",SO-2,20.34m,"66' 9""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
