Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Cottrell, Allison",SO-2,40:30.99,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Keleher, Cara",SO-2,42:52.01,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"McCusker, Katie Lou",SR-4,43:08.35,2019 Dick Young Invite,"Apr 20, 2019"
