Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Kopf, Sarina",FR-1,3.36m,"11' 0.25""",2019 Dick Young Invite,"Apr 20, 2019"
,"Eure, Maria",FR-1,2.45m,"8' 0.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
