Name,GP,3PM,3PA,3P%,3PM/G,3PA/G
"#10 Gatton, Sophia",23,26,98,0.265,1.1,4.3
"#23 Greenberg, Leah",23,25,99,0.253,1.1,4.3
"#21 Norton, Kaitlyn",23,19,65,0.292,0.8,2.8
"#12 Lopez, Haley",23,14,63,0.222,0.6,2.7
"#42 Morrissey, Kayla",23,12,40,0.3,0.5,1.7
"#20 Stariha, Lydia",23,10,51,0.196,0.4,2.2
"#15 Keller, Ariel",23,3,11,0.273,0.1,0.5
"#44 Guzzo, Daria",23,1,1,1.0,0.0,0.0
"#11 Neckopulos, Alex",23,1,4,0.25,0.0,0.2
"#14 Kasprak, Regan",12,0,7,0.0,0.0,0.6
"#13 Kessel, Hanna",12,0,3,0.0,0.0,0.3
