Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:03.82,"Gartner, Ajinjeru, Burnell, Miller",Dick Young Classic,"Apr 23, 2011"
,4:04.78,"Gartner, Ajinjeru, Burnell, Miller",2011 Jim Duncan Invitational,"Apr 15, 2011"
,4:05.59,,Midwest Conference Championship,"May 13, 2011"
,4:09.63,"Burnell, Ajinjeru, Miller, Kwong",Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,4:10.92,"Burnell, Ajinjeru, Rouse, Miller",Cornell Invitational,"Apr 9, 2011"
,4:11.22,"Gartner, Ajinjeru, Burnell, Miller",Kip Janvrin Open,"Apr 28, 2011"
,4:31.19,,Monmouth Scots Invite,"May 7, 2011"
,4:36.09,,Cornell Invitational,"Apr 9, 2011"
