Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2005 (Friday)",,Away,Simpson,"Indianola, IA",,,"W,8-1",
"September 3, 2005 (Saturday)",,Away,Loras,"Dubuque, IA",,,"W,8-1",
"September 7, 2005 (Wednesday)",,Home,Cornell,"Grinnell, IA",,,"L,3-6",
"September 10, 2005 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,9-0",
"September 10, 2005 (Saturday)",,Neutral,Lake Forest,"Jacksonville, IL",,,"W,9-0",
"September 18, 2005 (Sunday)",,Away,Beloit,"Beloit, WI",,,"W,9-0",
"September 18, 2005 (Sunday)",,Away,St. Ambrose,"Davenport, IA",,,"W,8-1",
"October 1, 2005 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,8-1",
"October 1, 2005 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"W,9-0",
"October 2, 2005 (Sunday)",,Away,Coe,"Cedar Rapids, IA",,,"L,3-6",
"October 4, 2005 (Tuesday)",,Neutral,Central,"Grinnell, IA",,,"W,7-2",
"October 14, 2005 (Friday)",,Home,Lawrence (MWC Tournament Semifinal),"Rockford, IL",,,"W,5-1",
"October 14, 2005 (Friday)",,Neutral,St. Norbert (MWC Tournament Championship),"Rockford, IL",,,"W,5-0",
"February 19, 2006 (Sunday)",,Neutral,Carleton College,"Rochester, MN",,,"L,1-8",
"March 4, 2006 (Saturday)",,Away,Principia College,"St. Louis, MO",,,"W,9-0",
