Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Goldman, Elsa",SO-2,2.92m,"9' 7""",Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Carlson, Athena",SO-2,2.90m,"9' 6.25""",Wartburg Invite,"Feb 16, 2013"
,"Goldman, Elsa",SO-2,2.77m,"9' 1""",Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Carlson, Athena",SO-2,2.77m,"9' 1""",Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Goldman, Elsa",SO-2,2.75m,"9' 0.25""",Wartburg Invite,"Feb 16, 2013"
,"Carlson, Athena",SO-2,2.75m,"9' 0.25""",Wartburg Invite,"Feb 16, 2013"
,"Goldman, Elsa",SO-2,2.75m,"9' 0.25""",Darren Young Invitational,"Feb 9, 2013"
,"Carlson, Athena",SO-2,2.74m,"8' 11.75""",ACM Invitational,"Feb 2, 2013"
,"Carlson, Athena",SO-2,2.62m,"8' 7""",Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Carlson, Athena",SO-2,2.60m,"8' 6.25""",Wartburg Invite,"Feb 16, 2013"
,"Carlson, Athena",SO-2,2.60m,"8' 6.25""",Darren Young Invitational,"Feb 9, 2013"
,"Carlson, Athena",SO-2,2.59m,"8' 6""",ACM Invitational,"Feb 2, 2013"
,"Goldman, Elsa",SO-2,2.59m,"8' 6""",ACM Invitational,"Feb 2, 2013"
