Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:03.30,"Clennon, Ajinjeru, Miller, Miller",Midwest Conference Indoor Championships,"Feb 22, 2013"
,4:05.63,"Clennon, Ajinjeru, Miller, Miller",Darren Young Invitational,"Feb 9, 2013"
,4:41.92,"Campbell, Pinnette, Smith, McNealy",Wartburg Invite,"Feb 16, 2013"
,4:51.11,,ACM Invitational,"Feb 2, 2013"
