Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 26, 2024 (Monday)",5:00 PM,Home,Augustana College (IL),"Galesburg, Ill./Jorge Prats Field",,,Scrimmage,,History
"August 31, 2024 (Saturday)",2:00 PM,Home,Millikin University,"Galesburg, Ill./Jorge Prats Field",,,,"L,1-4",Box ScoreRecapBox Score (PDF)Gallery
"September 6, 2024 (Friday)",1:00 PM,Away,Governors State University,"Crown Point, Ind. / Sportsplex",,,,"L,1-4",Box ScoreRecapBox Score (PDF)
"September 7, 2024 (Saturday)",11:00 AM EDT (10:00 AM CST),Away,Saint Mary's College (IN),"Notre Dame, Ind. / Patricia Wiedner Purcell Athletic Fields",,,,"L,0-3",Box ScoreRecapBox Score (PDF)
"September 11, 2024 (Wednesday)",5:00 PM,Home,Illinois Wesleyan University,"Galesburg, Ill./Jorge Prats Field",,,,"L,0-5",Box ScoreRecapBox Score (PDF)Digital ProgramGallery
"September 17, 2024 (Tuesday)",5:00 PM,Home,Elmhurst University,"Galesburg, Ill./Jorge Prats Field",,,,"L,0-1",Box ScoreRecapBox Score (PDF)Digital ProgramVideo Replay
"September 21, 2024 (Saturday)",11:00 AM,Home,Eureka College,"Galesburg, Ill./Jorge Prats Field",,,Senior Day,"W,8-0",Box ScoreRecapBox Score (PDF)Digital ProgramVideo ReplayGallery
"September 22, 2024 (Sunday)",3:00 PM,Away,Coe College,"Cedar Rapids, Iowa / Clark Field",,,,"L,0-4",Box ScoreRecapBox Score (PDF)
"September 25, 2024 (Wednesday)",4:30 PM,Home,University of Dubuque,"Galesburg, Ill./Jorge Prats Field",,,,"L,0-5",Box ScoreRecapBox Score (PDF)Digital ProgramVideo Replay
"September 28, 2024 (Saturday)",1:00 PM,Away,University of Illinois Springfield,"Springfield, Ill. / Kiwanis Stadium",,,Exhibition,Canceled,
"October 2, 2024 (Wednesday)",4:00 PM,Away,Grinnell College,"Grinnell, Iowa / Springer Field",,,,"L,0-2",Box ScoreRecapBox Score (PDF)
"October 5, 2024 (Saturday)",3:30 PM,Away,Lake Forest College,"Lake Forest, Ill. / Mohr Field",,,,"L,0-2",Box ScoreRecapBox Score (PDF)
"October 8, 2024 (Tuesday)",4:00 PM,Home,Illinois College,"Galesburg, Ill./Jorge Prats Field",,,,"T,0-0",Box ScoreRecapBox Score (PDF)Digital ProgramGallery
"October 12, 2024 (Saturday)",1:30 PM,Home,Carthage College,"Galesburg, Ill./Jorge Prats Field",,,FC Galesburg Day,"T,1-1",Box ScoreRecapBox Score (PDF)Digital Program
"October 19, 2024 (Saturday)",3:30 PM,Away,Beloit College,"Beloit, Wis. / Strong Complex Soccer Field",,,,"L,0-1",Box ScoreRecapBox Score (PDF)
"October 22, 2024 (Tuesday)",4:00 PM,Home,Monmouth College,"Galesburg, Ill./Jorge Prats Field",,,,"L,1-3",Box ScoreRecapBox Score (PDF)Digital ProgramGallery
"October 26, 2024 (Saturday)",12:30 PM,Home,Lawrence University,"Galesburg, Ill./Jorge Prats Field",,,,"L,0-4",Box ScoreRecapAlternate StreamDigital Program
"October 28, 2024 (Monday)",4:00 PM,Home,Cornell College,"Galesburg, Ill./Jorge Prats Field",,,,"T,0-0",Box ScoreRecapBox Score (PDF)Digital Program
"November 2, 2024 (Saturday)",1:30 PM,Away,Ripon College,"Ripon, Wis. / Hopp Stadium",,,,"L,0-1",Box ScoreRecapBox Score (PDF)
