Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 30, 2013 (Friday)",7:00 PM,Away,Saint Mary's,"Winona, Minn.",,,"L,0-1",Box Score
"September 1, 2013 (Sunday)",11:00 AM,Away,Aurora University,"Aurora, Ill.",,,"L,0-2",Box Score
"September 7, 2013 (Saturday)",1:00 PM,Home,MacMurray College,Mount Vernon,,,"W,5-0",Box Score
"September 11, 2013 (Wednesday)",5:00 PM,Away,Coe College,Cedar Rapids,,,"L,0-2",Box Score
"September 14, 2013 (Saturday)",3:00 PM,Home,Rockford University,Mount Vernon,,,"W,3-1",Box Score
"September 21, 2013 (Saturday)",1:30 PM,Home,Carroll,Mount Vernon,,,"L,1-9",Box Score
"September 22, 2013 (Sunday)",1:30 PM,Home,Lake Forest,Mount Vernon,,,"L,0-5",Box Score
"September 25, 2013 (Wednesday)",7:00 PM,Away,Buena Vista,Storm Lake,,,"L,1-5",Box Score
"September 28, 2013 (Saturday)",1:30 PM,Away,Knox College,"Galesburg, Ill.",,,"L,0-4",Box Score
"October 1, 2013 (Tuesday)",4:00 PM,Home,UW-Platteville,Mount Vernon,,,"L,0-9",Box Score
"October 5, 2013 (Saturday)",2:30 PM,Home,Monmouth,Mount Vernon,,,"L,0-2",Box Score
"October 9, 2013 (Wednesday)",7:00 PM,Away,Simpson College,Indianola,,,"L,1-8",Box Score
"October 12, 2013 (Saturday)",1:30 PM,Away,Ripon College,"Ripon, Wis.",,,"L,0-2",Box Score
"October 19, 2013 (Saturday)",1:30 PM,Home,Illinois College,Mount Vernon,,,"L,1-2",Box Score
"October 20, 2013 (Sunday)",1:00 PM,Home,Grinnell,Mount Vernon,,,"L,0-4",Box Score
"October 26, 2013 (Saturday)",1:30 PM,Away,St. Norbert,"De Pere, Wis.",,,"L,0-10",Box Score
"October 27, 2013 (Sunday)",1:30 PM,Away,Lawrence,"Appleton, Wis.",,,"L,0-3",Box Score
"November 2, 2013 (Saturday)",3:00 PM,Away,Beloit,"Beloit, Wis.",,,"L,0-2",Box Score
