0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Low,Par/-,Finish Top,Finish Top,Finish Top,Finish Top,Rel.,,Career,Career,Career
Player,Rounds,Strokes,Round,Rounds,Events,1,5,10,To Par,Average,Rounds,Strokes,Average
Vidushi Sinha,18,1362,72,2,9,2,4,8,+4,75.7,59,4474,75.8
Nina Kouchi,18,1382,69,2,9,1,5,6,+5,76.8,18,1382,76.8
Vrishali Sinha,18,1390,71,1,9,-,3,6,+5,77.2,59,4506,76.4
Danielle Oberlander,18,1498,76,-,9,-,1,1,+11,83.2,29,2418,83.4
Julia Echikson,18,1606,79,-,9,-,-,-,+17,89.2,45,4015,89.2
FOUR-PLAYER TEAM,18,5624,301,5,9,3,13,21,+24,312.4,,,
