0,1,2
POINTS,3,Dubuque (09/14/2021) Cornell College (10/06/2021) Lawrence (10/16/2021) Cornell College (11/5/2021)
GOALS,1,Dubuque (09/14/2021) Cornell College (10/06/2021) Lawrence (10/16/2021) Cornell College (11/5/2021)
ASSISTS,1,Central (IA) (09/04/2021) Concordia Chicago (09/10/2021) MSOE (09/11/2021) Dubuque (09/14/2021) Cornell College (10/06/2021) Lawrence (10/16/2021) Cornell College (11/5/2021)
SHOTS,8,Central (IA) (09/04/2021) Dubuque (09/14/2021) Wabash (09/19/2021) Knox (09/29/2021)
SHOTS ON GOAL,2,Dubuque (09/14/2021) DePauw (09/18/2021) Wabash (09/19/2021)
SAVES,1,Coe (9/1/2021) Beloit (10/9/2021) Ripon (10/23/2021) Lake Forest (10/30/2021) Cornell College (11/5/2021)
FOULS,3,Dubuque (09/14/2021) Ripon (10/23/2021) Cornell College (11/5/2021)
CORNER KICKS,3,Coe (9/1/2021) Concordia Chicago (09/10/2021) MSOE (09/11/2021) St. Olaf (10/17/2021) Wis.-Eau Claire (10/24/2021) Lake Forest (10/30/2021)
