#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
10.0,"Yang, Jasper 10Yang, Jasper",19,18,1635,24,6,54,78,0.308,53,0.679,0-0,8,1-2,View Bio
14.0,"Goedeker, Ray 14Goedeker, Ray",17,15,1104,3,9,15,12,0.25,8,0.667,1-0,0,0-0,View Bio
13.0,"Northing, Oliver 13Northing, Oliver",19,18,1555,6,3,15,25,0.24,17,0.68,4-0,1,0-0,View Bio
8.0,"Maddux, Dylan 8Maddux, Dylan",19,15,1124,2,8,12,18,0.111,9,0.5,0-0,1,0-0,View Bio
9.0,"Cladouhos, Henry 9Cladouhos, Henry",17,6,734,3,3,9,19,0.158,11,0.579,0-0,0,0-0,View Bio
7.0,"Provost, Davis 7Provost, Davis",17,15,712,3,2,8,29,0.103,17,0.586,0-0,0,0-0,View Bio
17.0,"Naik, Sam 17Naik, Sam",10,7,597,2,2,6,13,0.154,8,0.615,0-0,0,0-0,View Bio
11.0,"Guyton, Noah 11Guyton, Noah",17,17,1312,2,1,5,19,0.105,9,0.474,2-0,0,0-0,View Bio
24.0,"Bambi, Matias 24Bambi, Matias",17,1,562,1,2,4,7,0.143,5,0.714,0-0,0,0-0,View Bio
6.0,"Serby, Zak 6Serby, Zak",15,13,1087,1,2,4,16,0.063,5,0.313,1-1,1,0-0,View Bio
5.0,"Murphy, Peter 5Murphy, Peter",17,4,734,1,1,3,9,0.111,7,0.778,0-0,0,0-0,View Bio
20.0,"Bayliss, Sam 20Bayliss, Sam",9,0,165,1,0,2,2,0.5,1,0.5,0-0,0,0-0,View Bio
19.0,"Heller, Sam 19Heller, Sam",14,0,306,0,2,2,2,0.0,1,0.5,0-0,0,0-0,View Bio
18.0,"Matsunaga, Ryota 18Matsunaga, Ryota",18,15,1231,0,2,2,2,0.0,1,0.5,2-0,0,0-0,View Bio
21.0,"Girard, Nate 21Girard, Nate",17,15,1124,0,1,1,2,0.0,0,0.0,1-0,0,0-0,View Bio
22.0,"Hoereth, Caleb 22Hoereth, Caleb",18,15,1171,0,1,1,5,0.0,2,0.4,1-0,0,0-0,View Bio
16.0,"Angell, Oscar 16Angell, Oscar",5,0,45,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Benson, Carter 00Benson, Carter",19,19,1635,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
25.0,"Bernardo, Antonio 25Bernardo, Antonio",13,5,537,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
27.0,"Burns, Caleb 27Burns, Caleb",7,0,171,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
4.0,"Colaiace, Theo 4Colaiace, Theo",6,0,132,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Kolmer, Jefferson 1Kolmer, Jefferson",5,0,87,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
23.0,"Miller, Zeke 23Miller, Zeke",12,11,980,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
2.0,"Nihei, Braden 2Nihei, Braden",5,0,105,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
31.0,"O'Bryan, Mason 31O'Bryan, Mason",1,0,6,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
12.0,"Wilson, Owen 12Wilson, Owen",5,0,114,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
,Total,19,-,18965,49,45,143,261,0.188,157,0.602,15-1,11,1-2,
,Opponent,19,-,18976,32,23,87,209,0.153,116,0.555,26-0,8,3-5,
