#,Player,GP,GS,MIN,GA,GAA,SV,SV%,W,L,T,SHO/CBO,SF,Bio Link
1.0,"Benson, Carter 1Benson, Carter",8,8,642:12,10,1.4,21,0.677,6.0,2.0,0.0,1/1,56,View Bio
1.0,"Kolmer, Jefferson 1Kolmer, Jefferson",4,0,74:49,2,2.41,2,0.5,0.0,0.0,0.0,0/1,7,View Bio
31.0,"O'Bryan, Mason 31O'Bryan, Mason",1,0,06:42,0,0.0,0,0.0,0.0,0.0,0.0,0/1,0,View Bio
,Total,8,-,723:43,12,1.49,23,0.657,6.0,2.0,0.0,2,63,
,Opponents,8,-,723:43,25,3.11,52,0.675,,,,1,130,
