Statistic,High,Player,Opponent
POINTS,6,"Yang, Jasper Yang, Jasper Yang, Jasper Yang, Jasper",Beloit (10/9/2021) Monmouth (IL) (10/13/2021) Ripon (10/23/2021) Iowa Wesleyan (10/26/2021)
GOALS,3,"Yang, Jasper Yang, Jasper Yang, Jasper",Beloit (10/9/2021) Monmouth (IL) (10/13/2021) Iowa Wesleyan (10/26/2021)
ASSISTS,4,"Yang, Jasper",Ripon (10/23/2021)
SHOTS,8,"Yang, Jasper Yang, Jasper",Illinois Col. (9/26/2021) Monmouth (IL) (10/13/2021)
SHOTS ON GOAL,6,"Yang, Jasper Yang, Jasper",Monmouth (IL) (10/13/2021) Wis.-Eau Claire (10/24/2021)
SAVES,11,"Benson, Carter",Dubuque (09/14/2021)
FOULS,3,"Northing, Oliver Serby, Zak Yang, Jasper Guyton, Noah Bambi, Matias Northing, Oliver Matsunaga, Ryota",Wabash (09/19/2021) Illinois Col. (9/26/2021) Knox (09/29/2021) Cornell College (10/06/2021) Lawrence (10/16/2021) St. Olaf (10/17/2021) Wis.-Eau Claire (10/24/2021)
