Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:01.54,"Clennon, Ajinjeru, Miller, Miller",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,4:03.77,"Jensen, Ajinjeru, Miller, Miller",Cornell College Invitational,"Apr 6, 2013"
