Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 3, 2012 (Saturday)",11:00 am,Neutral,University of Dubuque,"Greenville, Ill.",,,"L,8-13",Box ScoreRecap
"March 3, 2012 (Saturday)",2:00PM,Neutral,Greenville College,"Greenville, Ill.",,,"W,7-5",Box Score
"March 4, 2012 (Sunday)",1:00PM,Away,Fontbonne College,,,,"L,1-3",Box Score
"March 11, 2012 (Sunday)",12:00PM,Neutral,Lasell College,"Ft. Myers, Fla",,,"W,15-1",Box Score
"March 11, 2012 (Sunday)",12:00PM,Neutral,Lasell College,"Ft. Myers, Fla",,,"W,1-0",Box Score
"March 12, 2012 (Monday)",9:00AM,Neutral,University of Dubuque,"Ft. Myers, Fla",,,"L,4-6",Box Score
"March 13, 2012 (Tuesday)",1:00 pm,Neutral,Central College,,,,"W,4-2",Box Score
"March 14, 2012 (Wednesday)",4:00PM,Neutral,Thiel College,,,,"W,10-8",Box Score
"March 15, 2012 (Thursday)",10:00AM,Neutral,Skidmore College,,,,"L,1-5",Box Score
"March 15, 2012 (Thursday)",10:00AM,Neutral,Skidmore College,,,,"L,6-21",Box Score
"March 24, 2012 (Saturday)",12:00PM,Home,Aurora University,"Monmouth, Ill./Glasgow Field",,,"L,3-7",Box Score
"March 24, 2012 (Saturday)",12:00PM,Home,Aurora University,"Monmouth, Ill./Glasgow Field",,,"L,0-2",Box Score
"March 25, 2012 (Sunday)",12:00PM,Home,Milwaukee School of Engineering,"Monmouth, Ill./Glasgow Field",,,"L,3-4",Box Score
"March 25, 2012 (Sunday)",12:00PM,Home,Milwaukee School of Engineering,"Monmouth, Ill./Glasgow Field",,,"W,9-2",Box Score
"March 28, 2012 (Wednesday)",6:00PM,Away,Augustana College,"Rock Island, Ill.",,,"L,3-8",Box Score
"March 31, 2012 (Saturday)",12:00PM,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,"L,0-4",Box Score
"March 31, 2012 (Saturday)",12:00PM,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,"W,9-8",Box Score
"April 5, 2012 (Thursday)",1:00PM,Home,Loras College,"Monmouth, Ill./Glasgow Field",,,"L,1-13",Box Score
"April 5, 2012 (Thursday)",1:00PM,Home,Loras College,"Monmouth, Ill./Glasgow Field",,,"L,1-3",Box Score
"April 6, 2012 (Friday)",12:00PM,Away,Illinois College,"Jacksonville, Ill.",,,"W,4-3",Box Score
"April 6, 2012 (Friday)",12:00PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,2-9",Box Score
"April 9, 2012 (Monday)",3:00PM,Away,Coe College,"Cedar Rapids, Iowa",,,"L,2-6",Box Score
"April 15, 2012 (Sunday)",12:00PM,Away,University of Chicago,"Chicago, Ill.",,,"L,0-3",Box Score
"April 15, 2012 (Sunday)",12:00PM,Away,University of Chicago,"Chicago, Ill.",,,"W,8-7",Box Score
"April 17, 2012 (Tuesday)",12:00PM,Away,Knox College,"Galesburg, Ill.",,,"L,9-10",Box Score
"April 17, 2012 (Tuesday)",12:00PM,Away,Knox College,"Galesburg, Ill.",,,"L,8-11",Box Score
"April 21, 2012 (Saturday)",12:00PM,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,"L,2-3",Box Score
"April 21, 2012 (Saturday)",12:00PM,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,"L,2-16",Box Score
"April 23, 2012 (Monday)",3;30PM,Away,Eureka College,"Eureka, Ill.",,,Canceled,
"April 25, 2012 (Wednesday)",3:00PM,Home,Robert Morris (Springfield),"Monmouth, Ill./Glasgow Field",,,"W,4-3",Box Score
"April 28, 2012 (Saturday)",1:00PM,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-10",Box Score
"April 28, 2012 (Saturday)",1:00PM,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-6",Box Score
"May 1, 2012 (Tuesday)",3:00PM,Away,Robert Morris (Springfield),"Springfield, Ill.",,,Canceled,
"May 1, 2012 (Tuesday)",6:00PM,Away,Robert Morris (Springfield),"Springfield, Ill.",,,Canceled,
"May 2, 2012 (Wednesday)",6:00PM,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,"L,3-13",Box Score
"May 5, 2012 (Saturday)",1:00PM,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,"W,7-6",Box Score
"May 5, 2012 (Saturday)",1:00PM,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,"W,4-3",Box Score
