#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
11.0,"Gibson, Megan 11Gibson, Megan",0.0,,0-0,1-0,0,0-0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,View Bio
16.0,"Matosky, Jordan 16Matosky, Jordan",0.0,,0-0,2-0,0,0-0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,View Bio
7.0,"Weber, Kristina 7Weber, Kristina",0.0,,0-0,1-0,0,0-0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,View Bio
2.0,"Anderson, Melissa 2 Anderson, Melissa",4.06,1.4,3-7,15-12,7,1-0,0,75.1,96,41,34,9,28,18,2,3,316,0.304,5,1,0,0,16,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",5.22,1.82,4-5,12-8,3,2-0,1,50.0,80,39,29,11,13,13,2,2,230,0.348,2,1,0,1,6,View Bio
14.0,"Murphy, Mikyla 14 Murphy, Mikyla",9.0,2.0,0-0,3-0,0,0-0,0,7.0,12,9,7,2,0,2,0,0,30,0.4,0,0,0,2,0,View Bio
,Totals,4.76,1.59,7-12,34-20,10,3,1,132.1,188,89,70,22,41,33,4,5,576,0.326,7,2,0,3,22,
,Opponents,6.27,1.68,12-8,34-20,11,4,1,132.0,177,100,92,45,52,24,6,2,562,0.315,4,7,0,6,10,
