#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
7.0,"Weber, Kristina 7 Weber, Kristina",1,1,0,0,1.0,0,0,0,0,0,View Bio
15.0,"Jordan, Emily 15 Jordan, Emily",62,49,12,1,0.984,0,13,2,2,0,View Bio
2.0,"Anderson, Melissa 2 Anderson, Melissa",56,32,23,1,0.982,1,7,0,0,0,View Bio
11.0,"Gibson, Megan 11 Gibson, Megan",91,86,3,2,0.978,2,0,0,0,0,View Bio
22.0,"Morrissey, Kayla 22 Morrissey, Kayla",83,34,47,2,0.976,2,0,0,0,0,View Bio
5.0,"Leff, Andi 5 Leff, Andi",30,28,1,1,0.967,0,0,0,0,0,View Bio
8.0,"Juveland, Sage 8 Juveland, Sage",45,40,3,2,0.956,0,0,0,0,0,View Bio
9.0,"Wehrenberg, Ashley 9 Wehrenberg, Ashley",72,41,27,4,0.944,2,0,0,0,0,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",49,37,9,3,0.939,1,5,2,0,0,View Bio
10.0,"Litke, Sidney 10 Litke, Sidney",16,14,1,1,0.938,0,0,0,0,0,View Bio
18.0,"Stariha, Lydia 18 Stariha, Lydia",93,32,53,8,0.914,1,0,0,0,0,View Bio
14.0,"Murphy, Mikyla 14 Murphy, Mikyla",8,3,3,2,0.75,0,1,0,0,0,View Bio
16.0,"Matosky, Jordan 16 Matosky, Jordan",1,0,0,1,0.0,0,0,0,0,0,View Bio
4.0,"Thomson, Abigail 4 Thomson, Abigail",0,0,0,0,0.0,0,0,0,0,0,View Bio
6.0,"Seibert, Lily 6 Seibert, Lily",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,607,397,182,28,0.954,9,26,4,2,0,
,Opponents,595,394,183,18,0.97,13,16,6,8,0,
