Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/19/2016,at,Westminster College,L,8-13,6.0,16,13,12,3,2,3,0,2,0,0,0,0,0,1,0,18.0
3/19/2016,at,Westminster College,L,0-11,4.0,11,11,3,1,1,1,0,0,0,0,0,0,0,2,0,6.75
3/21/2016,vs,Western Connecticut,W,4-3,7.0,7,3,2,0,3,2,0,0,0,0,0,0,1,2,0,2.57
3/21/2016,vs,Elmhurst,W,9-2,6.2,8,2,2,0,3,1,0,0,1,0,0,0,2,2,0,2.7
3/22/2016,vs,Centre College,W,2-1,7.0,5,1,1,0,5,2,1,0,0,0,0,0,3,2,0,1.29
3/24/2016,vs,Bowdoin,L,0-8,4.0,9,8,8,1,2,4,0,0,0,0,0,0,3,3,0,18.0
3/24/2016,vs,Thomas College (ME),W,6-2,7.0,6,2,0,0,4,0,0,0,0,0,0,0,4,3,0,0.0
3/25/2016,vs,St. Lawrence,W,2-1,7.0,8,1,1,1,1,1,0,1,0,0,0,0,5,3,0,1.29
3/26/2016,vs,Oberlin College,L,3-4,8.0,11,4,1,0,4,2,1,0,0,0,0,0,5,4,0,1.13
3/29/2016,at,Iowa Wesleyan,W,5-3,8.0,9,3,3,1,0,4,0,1,0,0,0,0,6,4,0,3.38
3/29/2016,at,Iowa Wesleyan,L,1-8,6.1,17,8,7,0,1,2,0,1,0,0,0,0,6,5,0,9.95
3/31/2016,,Mount Mary,W,17-5,5.0,7,5,2,0,2,1,0,1,0,0,0,0,7,5,0,3.6
3/31/2016,,Mount Mary,W,8-0,5.0,5,0,0,0,2,1,0,0,0,0,0,0,8,5,0,0.0
4/2/2016,,Knox,W,23-0,5.0,1,0,0,1,3,0,0,0,0,0,0,0,9,5,0,0.0
4/2/2016,,Knox,W,11-3,5.0,6,3,2,2,3,1,0,0,0,0,0,0,10,5,0,3.6
4/3/2016,at,Wartburg College,L,7-8,6.0,11,8,8,1,3,2,0,1,0,0,0,0,10,6,0,12.0
4/3/2016,at,Wartburg College,L,6-9,6.0,13,9,5,0,2,3,0,1,0,0,1,0,10,7,0,7.5
4/9/2016,,Ripon College,W,11-10,7.0,15,10,8,1,2,3,0,0,1,0,0,0,11,7,0,10.29
4/9/2016,,Ripon College,W,6-4,7.0,10,4,2,1,3,2,0,0,0,0,0,0,12,7,0,2.57
4/10/2016,,Carroll University,L,7-12,8.0,14,12,9,3,2,2,0,1,0,0,0,0,12,8,0,10.13
4/10/2016,,Carroll University,L,0-7,7.0,16,7,7,1,2,3,1,0,2,0,0,0,12,9,0,9.0
4/12/2016,,Monmouth College,W,1-0,7.0,4,0,0,0,2,0,0,0,0,0,0,0,13,9,0,0.0
4/14/2016,,Monmouth College,L,1-4,7.0,9,4,4,0,1,2,0,0,0,0,0,0,13,10,0,5.14
4/16/2016,at,St. Norbert College,L,2-4,6.0,8,4,4,0,1,0,1,1,0,0,0,0,13,11,0,6.0
4/16/2016,at,St. Norbert College,W,13-7,7.0,15,7,5,2,1,2,1,1,0,0,0,0,14,11,0,6.43
4/17/2016,at,Lawrence University,L,0-2,6.0,6,2,2,2,3,2,0,0,0,0,0,0,14,12,0,3.0
4/17/2016,at,Lawrence University,W,2-0,7.0,6,0,0,2,2,0,0,0,0,0,0,0,15,12,0,0.0
4/23/2016,,Illinois College,L,1-3,7.0,5,3,0,0,4,1,0,0,0,0,0,0,15,13,0,0.0
4/23/2016,,Illinois College,L,0-4,7.0,10,4,3,0,1,1,0,0,0,0,0,0,15,14,0,3.86
4/24/2016,,Lake Forest College,L,0-4,7.0,9,4,4,1,7,2,0,0,0,0,0,0,15,15,0,5.14
4/24/2016,,Lake Forest College,L,1-3,8.0,13,3,3,3,0,3,0,0,0,0,1,0,15,16,0,3.38
4/26/2016,at,Cornell College,L,1-2,6.2,6,2,1,1,1,4,0,0,2,0,0,0,15,17,0,1.35
4/26/2016,at,Cornell College,L,6-11,6.0,13,11,8,2,0,4,1,1,2,0,0,0,15,18,0,12.0
4/29/2016,at,Beloit College,L,6-7,6.2,13,7,6,0,1,1,0,1,0,0,1,0,15,19,0,8.1
4/29/2016,at,Beloit College,W,8-2,5.0,9,2,2,0,2,0,0,0,0,0,0,0,16,19,0,3.6
Total,,,,178-167,223.7,331,167,125,30,76,62,6,13,8,0,3,0,16,19,0,
