Player,Longest,Current
"Wehrenberg, Ashley",11,-
"Morrissey, Kayla",11,5
"Leff, Andi",7,-
"Stariha, Lydia",7,1
"Anderson, Melissa",6,-
"Jordan, Emily",6,2
"Juveland, Sage",5,5
"Murphy, Mikyla",5,2
"Remus, Maggie",4,-
"Litke, Sidney",3,-
"Gibson, Megan",2,-
"Seibert, Lily",1,1
"Weber, Kristina",1,-
