#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
6.0,"Seibert, Lily 6 Seibert, Lily",2,1,1,0,1.0,0,0,1,0,0,View Bio
7.0,"Weber, Kristina 7 Weber, Kristina",1,1,0,0,1.0,0,0,0,0,0,View Bio
2.0,"Anderson, Melissa 2 Anderson, Melissa",71,33,37,1,0.986,1,14,3,0,0,View Bio
15.0,"Jordan, Emily 15 Jordan, Emily",108,87,19,2,0.981,0,32,5,7,0,View Bio
11.0,"Gibson, Megan 11 Gibson, Megan",205,194,7,4,0.98,3,0,0,0,0,View Bio
5.0,"Leff, Andi 5 Leff, Andi",40,38,1,1,0.975,0,0,0,0,0,View Bio
8.0,"Juveland, Sage 8 Juveland, Sage",71,63,5,3,0.958,0,0,0,0,0,View Bio
22.0,"Morrissey, Kayla 22 Morrissey, Kayla",148,55,86,7,0.953,3,0,0,0,0,View Bio
10.0,"Litke, Sidney 10 Litke, Sidney",35,29,4,2,0.943,0,0,0,0,0,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",77,51,21,5,0.935,2,17,3,0,0,View Bio
9.0,"Wehrenberg, Ashley 9 Wehrenberg, Ashley",122,67,47,8,0.934,3,0,0,0,0,View Bio
18.0,"Stariha, Lydia 18 Stariha, Lydia",155,52,89,14,0.91,1,0,0,0,0,View Bio
14.0,"Murphy, Mikyla 14 Murphy, Mikyla",9,3,4,2,0.778,0,1,0,0,0,View Bio
16.0,"Matosky, Jordan 16 Matosky, Jordan",1,0,0,1,0.0,0,0,0,0,0,View Bio
4.0,"Thomson, Abigail 4 Thomson, Abigail",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1045,674,321,50,0.952,6,64,12,7,0,
,Opponents,1024,680,298,46,0.955,13,54,14,16,0,
