Statistic,High,Player,Opponent
PUTOUTS,13,Gibson,Oberlin College (3/26/2016); Iowa Wesleyan (3/29/2016)
ASSISTS,6,Morrissey; Lydia Stariha,Knox (4/2/2016); Lake Forest College (4/24/2016)
ERRORS,3,Stariha,Knox (4/2/2016)
PASSED BALLS,2,Jordan; Emily,Mount Mary (3/31/2016); Westminster College (3/19/2016)
DPS TURNED,1,Kayla Morrissey; Remus; Gibson; Stariha,Western Connecticut (3/21/2016); Lake Forest College (4/24/2016); Wartburg College (4/3/2016); St. Norbert College (4/16/2016); Lawrence University (4/17/2016)
