Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/19/2016,at,Westminster College,L,8-13,33,8,7,8,0,0,0,3,0,3,0,1,0,0,0,5,18,11,1,0.212
3/19/2016,at,Westminster College,L,0-11,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,12,6,3,0.063
3/21/2016,vs,Western Connecticut,W,4-3,29,4,9,3,0,0,0,1,0,1,0,0,0,0,0,8,21,8,2,0.31
3/21/2016,vs,Elmhurst,W,9-2,28,9,8,9,1,0,0,8,0,4,0,0,1,0,0,5,20,10,0,0.286
3/22/2016,vs,Centre College,W,2-1,26,2,8,1,0,1,0,2,0,0,0,0,0,0,0,5,21,10,0,0.308
3/24/2016,vs,Bowdoin,L,0-8,16,0,3,0,1,0,0,3,0,0,0,0,1,0,0,3,12,7,0,0.188
3/24/2016,vs,Thomas College (ME),W,6-2,30,6,10,6,1,1,0,5,0,1,1,0,1,0,0,2,21,7,2,0.333
3/25/2016,vs,St. Lawrence,W,2-1,28,2,7,2,0,0,1,1,0,0,0,0,1,0,0,1,21,9,1,0.25
3/26/2016,vs,Oberlin College,L,3-4,28,3,8,1,0,0,0,1,0,2,0,2,1,1,0,1,24,10,3,0.286
3/29/2016,at,Iowa Wesleyan,W,5-3,34,5,10,4,2,1,0,3,0,1,1,1,1,1,0,6,24,14,1,0.294
3/29/2016,at,Iowa Wesleyan,L,1-8,21,1,2,1,1,0,0,1,0,1,1,2,0,0,0,10,17,11,3,0.095
3/31/2016,,Mount Mary,W,17-5,31,17,16,15,4,3,1,2,0,0,0,1,0,0,0,0,15,5,2,0.516
3/31/2016,,Mount Mary,W,8-0,22,8,9,6,0,2,0,4,0,3,0,0,0,1,0,1,15,8,1,0.409
4/2/2016,,Knox,W,23-0,33,23,20,23,3,0,1,4,0,0,0,3,0,1,0,0,15,10,1,0.606
4/2/2016,,Knox,W,11-3,26,11,12,10,1,1,0,4,0,1,0,1,0,0,0,0,15,6,3,0.462
4/3/2016,at,Wartburg College,L,7-8,29,7,9,5,3,0,0,1,0,2,1,0,2,0,0,5,18,11,1,0.31
4/3/2016,at,Wartburg College,L,6-9,32,6,14,5,0,1,0,5,0,1,0,0,1,0,1,3,18,12,2,0.438
4/9/2016,,Ripon College,W,11-10,34,11,13,11,1,1,0,5,0,0,0,2,0,0,0,4,21,12,2,0.382
4/9/2016,,Ripon College,W,6-4,26,6,10,6,2,1,0,5,0,0,0,0,0,0,0,3,21,10,3,0.385
4/10/2016,,Carroll University,L,7-12,36,7,15,7,4,1,0,1,0,1,0,0,0,3,0,1,24,7,3,0.417
4/10/2016,,Carroll University,L,0-7,27,0,7,0,0,0,0,0,0,0,1,0,0,0,0,4,21,11,0,0.259
4/12/2016,,Monmouth College,W,1-0,21,1,4,1,0,0,0,3,0,0,0,0,1,0,0,4,21,10,0,0.19
4/14/2016,,Monmouth College,L,1-4,27,1,8,1,1,0,0,1,0,0,0,0,0,0,0,3,21,11,2,0.296
4/16/2016,at,St. Norbert College,L,2-4,26,2,7,2,1,0,0,0,0,1,0,0,2,0,0,7,18,11,2,0.269
4/16/2016,at,St. Norbert College,W,13-7,37,13,20,12,2,0,1,2,0,1,0,0,2,1,0,0,21,14,1,0.541
4/17/2016,at,Lawrence University,L,0-2,26,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,18,7,1,0.192
4/17/2016,at,Lawrence University,W,2-0,24,2,6,2,3,0,0,0,0,0,0,0,1,1,0,2,21,9,0,0.25
4/23/2016,,Illinois College,L,1-3,28,1,6,1,0,0,0,2,0,0,0,0,1,0,0,0,21,8,3,0.214
4/23/2016,,Illinois College,L,0-4,25,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,21,8,1,0.2
4/24/2016,,Lake Forest College,L,0-4,24,0,3,0,1,0,0,4,0,0,0,0,0,0,0,9,21,1,0,0.125
4/24/2016,,Lake Forest College,L,1-3,31,1,8,1,0,0,0,1,1,0,0,0,1,0,0,2,24,13,1,0.258
4/26/2016,at,Cornell College,L,1-2,26,1,6,0,1,0,0,1,0,1,0,0,1,0,0,7,20,10,1,0.231
4/26/2016,at,Cornell College,L,6-11,28,6,8,6,1,1,0,5,0,1,0,0,1,0,0,2,18,10,2,0.286
4/29/2016,at,Beloit College,L,6-7,30,6,6,4,2,0,0,3,0,2,0,1,0,0,0,0,20,7,1,0.2
4/29/2016,at,Beloit College,W,8-2,27,8,8,6,1,1,0,2,0,0,1,0,0,0,0,2,15,7,1,0.296
Total,,,,178-167,965,178,298,159,38,15,4,85,1,27,7,14,19,9,1,110,674,321,50,
