Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 15, 2011 (Tuesday)",,Neutral,Fitchburg State University (MA),"Clermont, Florida",,,"W,5-3",Recap
"March 15, 2011 (Tuesday)",,Neutral,Mount Ida College (MA),"Clermont, Florida",,,"L,3-10",Recap
"March 16, 2011 (Wednesday)",,Neutral,Macalester College (MN),"Clermont, Florida",,,"L,1-6",Recap
"March 16, 2011 (Wednesday)",,Neutral,Fitchburg State University (MA),"Clermont, Florida",,,"W,2-1",Recap
"March 18, 2011 (Friday)",,Neutral,Keene State College (NH),"Clermont, Florida",,,"L,3-11",Recap
"March 18, 2011 (Friday)",,Neutral,Bates College (ME),"Clermont, Florida",,,"L,0-12",Recap
"March 19, 2011 (Saturday)",,Neutral,Loras College,"Clermont, Florida",,,"L,0-14",Recap
"March 19, 2011 (Saturday)",,Neutral,Trinity College (CT),"Clermont, Florida",,,"L,1-9",Recap
"April 2, 2011 (Saturday)",,Neutral,St. Mary of the Woods (IN) - Robert Morris Tournament,"Springfield, Illinois",,,"L,0-8",Recap
"April 2, 2011 (Saturday)",,Neutral,Oakland City (IN) - Robert Morris Tournament,"Springfield, Illinois",,,"L,3-6",Recap
"April 3, 2011 (Sunday)",,Away,Illinois College,"Jacksonville, Illinois",,,"L,1-9",Recap
"April 3, 2011 (Sunday)",,Away,Illinois College,"Jacksonville, Illinois",,,"L,7-12",Recap
"April 9, 2011 (Saturday)",,Neutral,Lawrence University: Midwest Conference Crossover,"Janesville, Wisconsin",,,"L,4-12",Recap
"April 9, 2011 (Saturday)",,Neutral,Ripon College: Midwest Conference Crossover,"Janesville, Wisconsin",,,"L,1-5",Recap
"April 9, 2011 (Saturday)",,Neutral,St. Norbert College: Midwest Conference Crossover,"Janesville, Wisconsin",,,"L,0-4",
"April 10, 2011 (Sunday)",,Neutral,Carroll University: Midwest Conference Crossover,"Janesville, Wisconsin",,,"L,5-6",Recap
"April 10, 2011 (Sunday)",,Neutral,Beloit College: Midwest Conference Crossover,"Janesville, Wisconsin",,,"L,0-2",Recap
"April 13, 2011 (Wednesday)",,Home,Eureka College,"Galesburg, Illinois",,,"L,1-2",Recap
"April 13, 2011 (Wednesday)",,Home,Eureka College,"Galesburg, Illinois",,,"W,11-3",Recap
"April 17, 2011 (Sunday)",,Home,Robert Morris University - Springfield,"Galesburg, Illinois",,,"W,8-6",Recap
"April 17, 2011 (Sunday)",,Home,Robert Morris University - Springfield,"Galesburg, Illinois",,,"W,2-1",Recap
"April 26, 2011 (Tuesday)",,Home,Lake Forest College,"Galesburg, Illinois",,,"L,6-13",Recap
"April 26, 2011 (Tuesday)",,Home,Lake Forest College,"Galesburg, Illinois",,,"L,2-11",Recap
"April 29, 2011 (Friday)",,Home,Grinnell College,"Galesburg, Illinois",,,"W,11-3",Recap
"April 29, 2011 (Friday)",,Home,Grinnell College,"Galesburg, Illinois",,,"W,3-2",Recap
"May 1, 2011 (Sunday)",,Away,Monmouth College,"Monmouth, Illinois",,,"L,3-11",Recap
"May 1, 2011 (Sunday)",,Away,Monmouth College,"Monmouth, Illinois",,,"L,5-11",Recap
"May 3, 2011 (Tuesday)",,Away,Augustana College,"Rock Island, Illinois",,,"L,2-10",Recap
"May 3, 2011 (Tuesday)",,Away,Augustana College,"Rock Island, Illinois",,,"L,5-6",Recap
