Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Isabelle",,4.86m,"15' 11.5""",MidWest Conference Championship,"Feb 25, 2011",0.0
,"Kwong, Allegra",SR-4,4.37m,"14' 4""",Darren Young Classic,"Feb 11, 2011",0.0
