Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2023 (Saturday)",6:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,,"W,31-0",Box ScoreRecapGamenotes
"September 9, 2023 (Saturday)",1:00 PM,Home,Lake Forest College,"Jacksonville, Ill.",,,,"L,6-37",Box ScoreRecapGamenotes
"September 16, 2023 (Saturday)",1:00 PM,Away,Ripon College,"Ripon, Wis.",,,,"W,52-21",Box ScoreRecapGamenotes
"September 30, 2023 (Saturday)",1:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,,"W,20-17",Box ScoreRecapGamenotes
"October 7, 2023 (Saturday)",1:00 PM,Away,University of Chicago,"Chicago, Ill.",,,,"W,41-20",Box ScoreRecapGamenotes
"October 14, 2023 (Saturday)",1:00 PM,Home,Knox College,"Jacksonville, Ill.",,,,"W,61-7",Box ScoreRecapGamenotes
"October 21, 2023 (Saturday)",11:00 AM,Away,Lawrence University,"Appleton, Wis.",,,,"W,72-0",Box ScoreRecapGamenotes
"October 28, 2023 (Saturday)",1:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,"W,93-0",Box ScoreRecapGamenotes
"November 4, 2023 (Saturday)",1:00 PM,Away,Cornell College,"Mount Vernon, Iowa",,,,"W,76-34",Box ScoreRecapGamenotes
"November 11, 2023 (Saturday)",12:00 PM,Away,Beloit College,"Beloit, Wis.",,,,"W,56-7",Box ScoreRecapGamenotes
"November 18, 2023 (Saturday)",12:00 p.m.,Away,Wartburg College,"Waverly, Iowa",,,NCAA Playoffs,"L,14-49",Box ScoreRecap
